,compounds
21032,ῥυσός / rusos
21033,ἀγαθοδαίμων / agaqodaimwn
21034,σμίλη / smilh
21035,ὁμοιοβαρής / omoiobarhs
21036,βάτος / batos
21037,λαμπαδοῦχος / lampadouxos
21038,ἑόρτιος / eortios
21039,πυργίσκος / purgiskos
21040,σιτολογέω / sitologew
21041,προτρίβω / protribw
21042,χάρμα / xarma
21043,κομβυνεύω / kombuneuw
21044,ἐφαιρέω / efairew
21045,ἰδίωμα / idiwma
21046,χελιδονίζω / xelidonizw
21047,μάγειρος / mageiros
21048,Διονύσια / Dionusia
21049,αὐθημερίζω / auqhmerizw
21050,εὐμενίζω / eumenizw
21051,τρίγονος / trigonos
21052,ὑδρέω / udrew
21053,ὄμφαξ / omfac
21054,ἀρχέρανος / arxeranos
21055,Πυγμαῖος / Pugmaios
21056,ῥυηφενής / ruhfenhs
21057,νεότης / neoths
21058,ἀνθοβόλος / anqobolos
21059,κλειδίον / kleidion
21060,συνέδριον / sunedrion
21061,εὔορκος / euorkos
21062,ἐπευωνίζω / epeuwnizw
21063,περισσοτρύφητος / perissotrufhtos
21064,εἱρμός / eirmos
21065,ἐπιστήμη / episthmh
21066,λίπα / lipa
21067,συγκύπτω / sugkuptw
21068,ἀποσκορακίζω / aposkorakizw
21069,συγκατακλίνω / sugkataklinw
21070,διανίζω / dianizw
21071,ἐργάτης / ergaths
21072,ἀνήλειπτος / anhleiptos
21073,ὀφθαλμίζομαι / ofqalmizomai
21074,πεινάω / peinaw
21075,ἀκριβολόγος / akribologos
21076,ἀλκυών / alkuwn
21077,ἀπώμοτος / apwmotos
21078,κατάδειπνον / katadeipnon
21079,σάλος / salos
21080,σκωλοβάτης / skwlobaths
21081,ὄψιος / oyios
21082,βύσσος / bussos
21083,ἐφορεία / eforeia
21084,Θούριον / Qourion
21085,ἀλφός / alfos
21086,ἀφιερόω / afierow
21087,ζηλότυπος / zhlotupos
21088,δεῖμα / deima
21089,μανιώδης / maniwdhs
21090,πρόσφορος / prosforos
21091,Πτελέα / Ptelea
21092,ὑποτοπέω / upotopew
21093,πρωτόπειρος / prwtopeiros
21094,Αἴθαια / Aiqaia
21095,βοηθόος / bohqoos
21096,προμισθόω / promisqow
21097,ἐκτρίβω / ektribw
21098,ἀποτεφρόω / apotefrow
21099,κίκω / kikw
21100,σωφρονιστής / swfronisths
21101,εὔυδρος / euudros
21102,ἐμβάλλω / emballw
21103,φέρετρον / feretron
21104,ταινίδιον / tainidion
21105,πηός / phos
21106,σάρον / saron
21107,μῶκος / mwkos
21108,εὐήμερος / euhmeros
21109,εἴρω / eirw
21110,δαρεικός / dareikos
21111,ὀλίγωρος / oligwros
21112,μειουρίζω / meiourizw
21113,φορεῖον / foreion
21114,ὄβρυζα / obruza
21115,κοέω / koew
21116,Οὐήιοι / Ouhioi
21117,κρατύς / kratus
21118,παρασκελής / paraskelhs
21119,μεθυπάρχω / mequparxw
21120,ὑδραργυρίζομαι / udrargurizomai
21121,ἐπιμελητής / epimelhths
21122,εἰσπορεύω / eisporeuw
21123,καταβάπτω / katabaptw
21124,συγκληρονόμος / sugklhronomos
21125,διαφλύζω / diafluzw
21126,τετρακόσιοι / tetrakosioi
21127,Κρῖσα / Krisa
21128,πρωίσπορος / prwisporos
21129,παύομαι / pauomai
21130,προσοδεύω / prosodeuw
21131,κλαυθός / klauqos
21132,συνθυσία / sunqusia
21133,λήθη / lhqh
21134,τυραννέω / turannew
21135,δοχμόω / doxmow
21136,ἐξεριστής / ecerisths
21137,πολιόω / poliow
21138,ἐκδέω / ekdew
21139,διατραχηλίζομαι / diatraxhlizomai
21140,Ῥωμαῖος / Rwmaios
21141,κέραμος / keramos
21142,αὖλαξ / aulac
21143,ἥμερος / hmeros
21144,λυκάβας / lukabas
21145,ἀπαλλάσσω / apallassw
21146,ἀντιδιδάσκω / antididaskw
21147,κεντόνη / kentonh
21148,ἐννεύω / enneuw
21149,Ἐρεχθεύς / Erexqeus
21150,Δεινίας / Deinias
21151,λῶμα / lwma
21152,γερουσία / gerousia
21153,ἀγρυπνέω / agrupnew
21154,παλαστή / palasth
21155,κρέμαμαι / kremamai
21156,περιμάσσω / perimassw
21157,ἐξασκέω / ecaskew
21158,ἔπακμος / epakmos
21159,βαλανεῖον / balaneion
21160,φοιβητεύω / foibhteuw
21161,κρεοδαίτης / kreodaiths
21162,Ἀμυνίας / Amunias
21163,βοτάνη / botanh
21164,Πάξαμος / Pacamos
21165,μυαλός / mualos
21166,δίωγμα / diwgma
21167,ὀδυνάομαι / odunaomai
21168,ἐπιτετράπεμπτος / epitetrapemptos
21169,Βόσπορος / Bosporos
21170,θάλλος / qallos
21171,συνοιδέω / sunoidew
21172,νεοσσοποιέω / neossopoiew
21173,Μάρων / Marwn
21174,συνερωτάω / sunerwtaw
21175,ἰθύπορος / iquporos
21176,ἀγελάρχης / agelarxhs
21177,εἰσδέχομαι / eisdexomai
21178,ὕσσωπος / usswpos
21179,γλίχομαι / glixomai
21180,ἐλεέω / eleew
21181,σκιαγραφέω / skiagrafew
21182,φυσιάω / fusiaw
21183,ἄτυφος / atufos
21184,ἐξελίττω / ecelittw
21185,ἀκέστωρ / akestwr
21186,σιδηρόω / sidhrow
21187,παρ ὅσον / par oson
21188,καταπειράομαι / katapeiraomai
21189,ἀναμαρτής / anamarths
21190,φυσικός / fusikos
21191,δικαιοσύνη / dikaiosunh
21192,κατασείω / kataseiw
21193,ὀλιγοχρόνιος / oligoxronios
21194,γηράσκω / ghraskw
21195,τοπογραφέω / topografew
21196,ἐκνήχομαι / eknhxomai
21197,ἀναδιδάσκω / anadidaskw
21198,στιλπνόω / stilpnow
21199,σπάργανον / sparganon
21200,ῥεμβός / rembos
21201,ὑπόσιμος / uposimos
21202,ἐξαραιόω / ecaraiow
21203,ὀλισθαίνω / olisqainw
21204,μαντεύω / manteuw
21205,Νῖσα / Nisa
21206,ὀφθαλμόδουλος / ofqalmodoulos
21207,μαραίνομαι / marainomai
21208,Λάτμος / Latmos
21209,μετεωροποιέω / metewropoiew
21210,ἐπωδός / epwdos
21211,κατακαίνω / katakainw
21212,ἰσχύς / isxus
21213,Σκυβελίτης / Skubeliths
21214,κυλίω / kuliw
21215,ἄδακρυς / adakrus
21216,ὑοσκύαμος / uoskuamos
21217,πονηρεύομαι / ponhreuomai
21218,ἀγάπη / agaph
21219,ἀνεπιστήμων / anepisthmwn
21220,θέσσομαι / qessomai
21221,σκωληκόβρωτος / skwlhkobrwtos
21222,αἰγιαλῖτις / aigialitis
21223,ἀπάτη / apath
21224,ἐκθειάζω / ekqeiazw
21225,ἀποτελειόω / apoteleiow
21226,αὐτάρκης / autarkhs
21227,μέλλω / mellw
21228,περίοδος / periodos
21229,σημειόω / shmeiow
21230,πολιήτης / polihths
21231,συγχράομαι / sugxraomai
21232,συνεκλέγομαι / suneklegomai
21233,Μέγαρα / Megara
21234,ὀπτήρ / opthr
21235,ἔξοδος / ecodos
21236,ὠρύω / wruw
21237,μενθήρη / menqhrh
21238,ἀκτωρία / aktwria
21239,διασφάλλω / diasfallw
21240,διακριβόω / diakribow
21241,εὐαί / euai
21242,Μαντίας / Mantias
21243,ὁδός / odos
21244,εὐστομέω / eustomew
21245,ἀληθεύω / alhqeuw
21246,κυνάς / kunas
21247,ἀνανεύω / ananeuw
21248,γεωμόρος / gewmoros
21249,κλαστός / klastos
21250,μελιτηρός / melithros
21251,ψευδοσυγγραφεύς / yeudosuggrafeus
21252,ὑδεριάω / uderiaw
21253,ἴδμων / idmwn
21254,διαζώννυμι / diazwnnumi
21255,καὶ / kai
21256,δαμιοργός / damiorgos
21257,πάγχυ / pagxu
21258,ἀνέορτος / aneortos
21259,ἕργω / ergw
21260,α / a
21261,ἔθνος / eqnos
21262,πανάγαθος / panagaqos
21263,ὑποπορεύομαι / upoporeuomai
21264,ἐμμένω / emmenw
21265,ὄσσομαι / ossomai
21266,ἐκγελάω / ekgelaw
21267,ποτάομαι / potaomai
21268,πραγματοκόπος / pragmatokopos
21269,περιπολίζω / peripolizw
21270,Μακεδόνιος / Makedonios
21271,Ἀρεία / Areia
21272,ἐνθρονίζω / enqronizw
21273,ἄγνοια / agnoia
21274,ἀποδιαλαμβάνω / apodialambanw
21275,Ἄγραυλος / Agraulos
21276,αἰολίζω / aiolizw
21277,στείνω / steinw
21278,καταβροχθίζω / katabroxqizw
21279,ἀναιδέομαι / anaideomai
21280,ἄρχω / arxw
21281,ἐξυφαίνω / ecufainw
21282,ἀργυροπράτης / arguropraths
21283,κιβωτός / kibwtos
21284,παρελαύνω / parelaunw
21285,θέλγω / qelgw
21286,κροσσοί / krossoi
21287,ἀνυμνέω / anumnew
21288,μετοχλίζω / metoxlizw
21289,χρεμέθω / xremeqw
21290,ἐνωπή / enwph
21291,δαιτύς / daitus
21292,ἀστυνομία / astunomia
21293,ἔγκυκλος / egkuklos
21294,κόνδυ / kondu
21295,δίαιθρος / diaiqros
21296,στρογγυλόω / stroggulow
21297,χύτρος / xutros
21298,πολύτροφος / polutrofos
21299,κροκυδίζω / krokudizw
21300,Γαλιλαία / Galilaia
21301,ὡροσκόπος / wroskopos
21302,ἐπεκδιδάσκω / epekdidaskw
21303,πεδάω / pedaw
21304,προσφωνέω / prosfwnew
21305,ἔναυλος / enaulos
21306,Λιπάρα / Lipara
21307,κολπός / kolpos
21308,ἐπιμιμνήσκομαι / epimimnhskomai
21309,δέξιμος / decimos
21310,δοξοποιέω / docopoiew
21311,λειψίφως / leiyifws
21312,τραπέζιον / trapezion
21313,μετέρχομαι / meterxomai
21314,θεοποιέω / qeopoiew
21315,γονή / gonh
21316,ἀποχυλίζω / apoxulizw
21317,ὀρθοδοξέω / orqodocew
21318,κόρη / korh
21319,ἀζήμιος / azhmios
21320,σκατός / skatos
21321,καθυπέρτερος / kaquperteros
21322,ὑποστροφή / upostrofh
21323,λοίδορος / loidoros
21324,κοτέω / kotew
21325,θερμοφόρος / qermoforos
21326,διακυβερνάω / diakubernaw
21327,ἀποπετάννυμι / apopetannumi
21328,αἴγλη / aiglh
21329,εἴσοπτρον / eisoptron
21330,ἀνώμαλος / anwmalos
21331,λιθολόγος / liqologos
21332,κάλτιος / kaltios
21333,ἐφαρμόζω / efarmozw
21334,ἰχθυοτρόφος / ixquotrofos
21335,δεκαπέντε / dekapente
21336,Τίβυρ / Tibur
21337,ἐπάργυρος / eparguros
21338,ἀναβρύω / anabruw
21339,λήθαργος / lhqargos
21340,ὀνοματουργός / onomatourgos
21341,λιτρα / litra
21342,σύνδρομος / sundromos
21343,ἱερόω / ierow
21344,περιδεής / peridehs
21345,ἄκλητος / aklhtos
21346,ἐποπτήρ / epopthr
21347,σταθμίζω / staqmizw
21348,συναλλοιόω / sunalloiow
21349,ληίζομαι / lhizomai
21350,γάλλος / gallos
21351,φιληδέω / filhdew
21352,ἀνθρωπάρεσκος / anqrwpareskos
21353,σκέλος / skelos
21354,χρηματιστής / xrhmatisths
21355,ἐπίκειμαι / epikeimai
21356,περιχαράσσω / perixarassw
21357,φιλόφρων / filofrwn
21358,ἐμπολέω / empolew
21359,νωγαλεύω / nwgaleuw
21360,κατεντυγχάνω / katentugxanw
21361,τεσσαρακοστός / tessarakostos
21362,φίλερις / fileris
21363,συγκρητίζω / sugkrhtizw
21364,ἔμετος / emetos
21365,παρασκευή / paraskeuh
21366,ἀδιάληπτος / adialhptos
21367,εὔφορβος / euforbos
21368,ἀβροτάζω / abrotazw
21369,παρεμπορεύομαι / paremporeuomai
21370,ἀναφοιτάω / anafoitaw
21371,ὑπομνηματίζομαι / upomnhmatizomai
21372,ἀσύνθηκος / asunqhkos
21373,Ἄγχουρος / Agxouros
21374,παρόμοιος / paromoios
21375,ψυχοδότης / yuxodoths
21376,δευτερόω / deuterow
21377,δύσβατος / dusbatos
21378,χάρις / xaris
21379,πρόθυμος / proqumos
21380,ἐραστής / erasths
21381,ὄθρυς / oqrus
21382,παρακρύπτω / parakruptw
21383,προεκνιτρόω / proeknitrow
21384,ἀθανασία / aqanasia
21385,θεοφιλής / qeofilhs
21386,κήρωμα / khrwma
21387,δεκτήρ / dekthr
21388,ἀντιμεταχωρέω / antimetaxwrew
21389,σκιαμαχέω / skiamaxew
21390,ῥάκετρον / raketron
21391,δημεύω / dhmeuw
21392,ἀνταυγής / antaughs
21393,ἥδυμα / hduma
21394,εὐδαιμονέω / eudaimonew
21395,συνεισάγω / suneisagw
21396,ταλαιπωρίζω / talaipwrizw
21397,γενέτης / geneths
21398,κρόκη / krokh
21399,πολυήκοος / poluhkoos
21400,ἀπόδοσις / apodosis
21401,διασαλεύω / diasaleuw
21402,φλέω / flew
21403,ἀναβολή / anabolh
21404,στύππαξ / stuppac
21405,ἀκράτητος / akrathtos
21406,ἄλεαρ / alear
21407,σκαμμωνία / skammwnia
21408,φλεβοτόμος / flebotomos
21409,Κυδώνιος / Kudwnios
21410,ἀβέλτερος / abelteros
21411,ὀλβίζω / olbizw
21412,ὀκτάεδρος / oktaedros
21413,αἰκία / aikia
21414,κακοπραγέω / kakopragew
21415,δευτερωδέομαι / deuterwdeomai
21416,βιβλίον / biblion
21417,ὅπατρος / opatros
21418,ἥμισυς / hmisus
21419,κακοτροφέω / kakotrofew
21420,σίλιγνον / silignon
21421,αὔλειος / auleios
21422,φλαυρίζω / flaurizw
21423,λαγαίω / lagaiw
21424,Σίγγος / Siggos
21425,συμποσίαρχος / sumposiarxos
21426,ὑφοράω / uforaw
21427,ἀφιλομαθής / afilomaqhs
21428,διασκευή / diaskeuh
21429,τρίπους / tripous
21430,θεοπρεπής / qeoprephs
21431,τρίκλινον / triklinon
21432,νεοσσοκόμος / neossokomos
21433,ἀσύνετος / asunetos
21434,ὀλιγομυθία / oligomuqia
21435,Ἀπελλῆς / Apellhs
21436,Κραναός / Kranaos
21437,ἀκρόπους / akropous
21438,φλογίσμα / flogisma
21439,εὐσαρκόω / eusarkow
21440,ἐφευρίσκω / efeuriskw
21441,σφαραγέομαι / sfarageomai
21442,ποιητικός / poihtikos
21443,ἀπόρημα / aporhma
21444,σιφωνίζω / sifwnizw
21445,Χολλεῖδαι / Xolleidai
21446,ἀχανής / axanhs
21447,σμαραγέω / smaragew
21448,γονάγρα / gonagra
21449,ἀλαβάρχης / alabarxhs
21450,βαλανίζω / balanizw
21451,ἑωλίζω / ewlizw
21452,μακαρίζω / makarizw
21453,Λάκων / Lakwn
21454,περισίδηρος / perisidhros
21455,ἔγκεντρος / egkentros
21456,ἄξων / acwn
21457,ῥυτά / ruta
21458,διερός / dieros
21459,ναύκραρος / naukraros
21460,κακοφραδίη / kakofradih
21461,παρενοχλέω / parenoxlew
21462,χαλεπαίνω / xalepainw
21463,βαρύοδμος / baruodmos
21464,ὑποθήγω / upoqhgw
21465,νευροσπάστης / neurospasths
21466,συμφύω / sumfuw
21467,ἕλκω / elkw
21468,ἀνακάμπτω / anakamptw
21469,πίλναμαι / pilnamai
21470,ἐλλόγιμος / ellogimos
21471,ὁμος / omos
21472,καταποντίζω / katapontizw
21473,μεροπήιος / merophios
21474,στέφανος / stefanos
21475,λίμιτον / limiton
21476,ἀποχράομαι / apoxraomai
21477,ὀμάκοοι / omakooi
21478,συνθετίζομαι / sunqetizomai
21479,τρύπημα / truphma
21480,πεταλόω / petalow
21481,μυσταγωγός / mustagwgos
21482,πληκτίζομαι / plhktizomai
21483,διορίζω / diorizw
21484,δία / dia
21485,ἔμπολις / empolis
21486,σιφλόω / siflow
21487,ὀξυκίνητος / ocukinhtos
21488,καιροτηρέω / kairothrew
21489,ὀλιγηπελέω / olighpelew
21490,γρυμέα / grumea
21491,ὤνησις / wnhsis
21492,αὐτόλογος / autologos
21493,νεφρός / nefros
21494,ἔλαιος / elaios
21495,παρδάλειος / pardaleios
21496,προρέω / prorew
21497,λακτιστής / laktisths
21498,χαυνόω / xaunow
21499,ὄνησις ὀνίνημι / onhsis oninhmi
21500,ἐπαναχρέμπτομαι / epanaxremptomai
21501,ἀνάρρους / anarrous
21502,ἀποβιβρώσκω / apobibrwskw
21503,ἁγήτωρ / aghtwr
21504,κνισός / knisos
21505,ὕγιος / ugios
21506,δοῦλος / doulos
21507,κάτω / katw
21508,κύτταρος / kuttaros
21509,ἀλλοιότροπος / alloiotropos
21510,ἀποψύχω / apoyuxw
21511,ἀπανθίζω / apanqizw
21512,Βούπαλος / Boupalos
21513,ὅριον / orion
21514,χλούνης / xlounhs
21515,γωνιαῖος / gwniaios
21516,μετανάστης / metanasths
21517,διοικονομέω / dioikonomew
21518,σπινθήρ / spinqhr
21519,συναρθρόω / sunarqrow
21520,κλειδοφύλαξ / kleidofulac
21521,περίλυπος / perilupos
21522,ὑπότροπος / upotropos
21523,γενάρχης / genarxhs
21524,ἀντωφελέω / antwfelew
21525,διφήτωρ / difhtwr
21526,Φεβρουάριος / Febrouarios
21527,ἀνθολκός / anqolkos
21528,ἀλόη / aloh
21529,στερεομετρία / stereometria
21530,κυνηγέω / kunhgew
21531,διπάλαιστος / dipalaistos
21532,ἐκφράττω / ekfrattw
21533,Φάλαικος / Falaikos
21534,προσαίρομαι / prosairomai
21535,αἴ / ai
21536,δεσποτεία / despoteia
21537,ἐξαίφνης / ecaifnhs
21538,συνεράω / suneraw
21539,διακόπτω / diakoptw
21540,ἐπίσπαστος / epispastos
21541,παραβόλος / parabolos
21542,μουσουργός / mousourgos
21543,εὐνάω / eunaw
21544,σοῦφον / soufon
21545,εὔκληρος / euklhros
21546,ἱερόν / ieron
21547,μεγεθοποιέω / megeqopoiew
21548,προσήγορος / proshgoros
21549,ἴτης / iths
21550,ἀντισταθμάω / antistaqmaw
21551,κόρση / korsh
21552,περιέργω / periergw
21553,προθεσμός / proqesmos
21554,κυανόπρωρος / kuanoprwros
21555,φανός / fanos
21556,δυηπαθής / duhpaqhs
21557,χωστός / xwstos
21558,εὐφρόσυνος / eufrosunos
21559,Μύρινα / Murina
21560,προερεθίζω / proereqizw
21561,ἐκτάσσω / ektassw
21562,ἐπιστρωφάω / epistrwfaw
21563,ἐπιρροθέω / epirroqew
21564,ξενολόγος / cenologos
21565,ἀπογομόω / apogomow
21566,ψέλιον / yelion
21567,ἑρπύζω / erpuzw
21568,φορταγωγός / fortagwgos
21569,περιγνάμπτω / perignamptw
21570,γνάφαλλον / gnafallon
21571,ἑλλός / ellos
21572,ῥιπή / riph
21573,καρπιστής / karpisths
21574,ἀκάθεκτος / akaqektos
21575,βεβαιός / bebaios
21576,λυγρός / lugros
21577,προίστημι / proisthmi
21578,κάχρυς / kaxrus
21579,ἀμφιέννυμι / amfiennumi
21580,τρόπως / tropws
21581,νεκροκομίζω / nekrokomizw
21582,μαντεῖον / manteion
21583,συνθρησκεύω / sunqrhskeuw
21584,ἔγκυος / egkuos
21585,νοητός / nohtos
21586,ἀκλεής / aklehs
21587,σπείριον / speirion
21588,παράτολμος / paratolmos
21589,ἐπιπόλιος / epipolios
21590,κανθός / kanqos
21591,εὔτηκτος / euthktos
21592,μεριτεύομαι / meriteuomai
21593,πάγιος / pagios
21594,μαιμάσσω / maimassw
21595,σατᾶν / satan
21596,εὔβολος / eubolos
21597,προέγγονος / proeggonos
21598,θαλύς / qalus
21599,στροφόομαι / strofoomai
21600,ἄγκυρα / agkura
21601,ἀλινδέω / alindew
21602,ἀνασώζω / anaswzw
21603,Οἰνοῦς / Oinous
21604,ὑπήνη / uphnh
21605,χάλαζα / xalaza
21606,ἐπικαταλαμβάνω / epikatalambanw
21607,ἀνωφελής / anwfelhs
21608,πολύπονος / poluponos
21609,χάλκανθον / xalkanqon
21610,ἀσχολέω / asxolew
21611,διότι / dioti
21612,μιξολύδιος / micoludios
21613,προσκομίζω / proskomizw
21614,ὑπόνομος / uponomos
21615,χώννυμι / xwnnumi
21616,ἀλκτήρ / alkthr
21617,ὑπερίσταμαι / uperistamai
21618,ὁμογνώμων / omognwmwn
21619,πέντε / pente
21620,πήρα / phra
21621,τανθαρύζω / tanqaruzw
21622,κατάντης / katanths
21623,ἀμφίλεκτος / amfilektos
21624,ἐκμάσσω / ekmassw
21625,τυραννία / turannia
21626,ψαίρω / yairw
21627,ἀνάρροπος / anarropos
21628,ἐγκάμπω / egkampw
21629,ἑορτή / eorth
21630,πρόσω / prosw
21631,αὐθαδίζομαι / auqadizomai
21632,ὄζω / ozw
21633,ἄψ / ay
21634,πειθαρχέω / peiqarxew
21635,Ἀναγυροῦς / Anagurous
21636,μεριδάρχης / meridarxhs
21637,ὑλωρός / ulwros
21638,Μένδη / Mendh
21639,ὁδουρός / odouros
21640,ἔν / en
21641,πλαστουργός / plastourgos
21642,φιλοσυγγενής / filosuggenhs
21643,ταρταρόω / tartarow
21644,λυχνία / luxnia
21645,Σκιώνη / Skiwnh
21646,προσδίδωμι / prosdidwmi
21647,πρόθεσμιος / proqesmios
21648,ἄσπαλος / aspalos
21649,ἀσύστατος / asustatos
21650,τληπαθής / tlhpaqhs
21651,σκαφεύομαι / skafeuomai
21652,γενεαλόγος / genealogos
21653,ἔφοδος / efodos
21654,ἐπαναπολέω / epanapolew
21655,χωράφιον / xwrafion
21656,παραγράφω / paragrafw
21657,λογοθέτης / logoqeths
21658,γραμματικεύω / grammatikeuw
21659,ἀπότισις / apotisis
21660,διεκπίπτω / diekpiptw
21661,πλακίζω / plakizw
21662,παραχειρογραφέω / paraxeirografew
21663,ἀνήλωμα / anhlwma
21664,τηνίκα / thnika
21665,ψήφισμα γράφω / yhfisma grafw
21666,σαρκοποιέω / sarkopoiew
21667,πίστος / pistos
21668,ἐπαρκής / eparkhs
21669,βραχυκατάληκτος / braxukatalhktos
21670,κανίσκιον / kaniskion
21671,ὑπέρφοβος / uperfobos
21672,τερατεύομαι / terateuomai
21673,ἀκανθοφόρος / akanqoforos
21674,ἀκροχειρίζω / akroxeirizw
21675,εὐήνεμος / euhnemos
21676,ἰδιωτίζω / idiwtizw
21677,ἐπευφημέω / epeufhmew
21678,μήτηρ / mhthr
21679,δίδραχμος / didraxmos
21680,καρυκεύω / karukeuw
21681,βύβλινος / bublinos
21682,λοξεύω / loceuw
21683,ἐπαναγκάζω / epanagkazw
21684,ἔφεκτος / efektos
21685,τοξοφόρος / tocoforos
21686,πανουργεύομαι / panourgeuomai
21687,δικαστής / dikasths
21688,γεωμορία / gewmoria
21689,ἀπειροδύναμος / apeirodunamos
21690,Ἀιδωνεύς / Aidwneus
21691,διαφράσσω / diafrassw
21692,δρῦς / drus
21693,κοῦρος / kouros
21694,ζύμη / zumh
21695,συγχρίω / sugxriw
21696,λιποθυμέω / lipoqumew
21697,προδιαλογίζομαι / prodialogizomai
21698,περιβομβέω / peribombew
21699,ζωπυρέω / zwpurew
21700,νευρόω / neurow
21701,σύμπτωμα / sumptwma
21702,κέντρον / kentron
21703,ῥαίνω / rainw
21704,Τέλφουσα / Telfousa
21705,δίχα / dixa
21706,δωριάζω / dwriazw
21707,ζυγοστάτης / zugostaths
21708,Οἴτη / Oith
21709,κύλλος / kullos
21710,ἀγρεμών / agremwn
21711,στιβίζω / stibizw
21712,ἀμερής / amerhs
21713,ἀμφίς / amfis
21714,κατολισθαίνω / katolisqainw
21715,ἰχνηλάτης / ixnhlaths
21716,ὀλοή / oloh
21717,ὑφηνίοχος / ufhnioxos
21718,ἄνθεμον / anqemon
21719,Φαυστῖνος / Faustinos
21720,διαβουλεύω / diabouleuw
21721,κομοτροφέω / komotrofew
21722,μάρπτω / marptw
21723,δογματικός / dogmatikos
21724,ἐκλαμβάνω / eklambanw
21725,δύσχυμος / dusxumos
21726,περίψυκτος / periyuktos
21727,ἄμφοδος / amfodos
21728,μεταφορητός / metaforhtos
21729,τέγος / tegos
21730,καταλαγχάνω / katalagxanw
21731,καπυρός / kapuros
21732,ἑκών / ekwn
21733,δέρτρον / dertron
21734,Φαράν / Faran
21735,μήλινος / mhlinos
21736,ἰατήρ / iathr
21737,μυρεψός / mureyos
21738,ἀποτέλεσμα / apotelesma
21739,μονή / monh
21740,φάσκωλος / faskwlos
21741,φίβλα / fibla
21742,κροῦσμα / krousma
21743,φαντασιοκόπος / fantasiokopos
21744,ἀποκλύζω / apokluzw
21745,πλακόω / plakow
21746,ἐνδεσμέω / endesmew
21747,ἀγωνιστής / agwnisths
21748,νῶτος / nwtos
21749,Ἀντισθένης / Antisqenhs
21750,ὑβάομαι / ubaomai
21751,νευρά / neura
21752,εὐγνώμων / eugnwmwn
21753,ἀνελεής / anelehs
21754,Μασσαγέτης / Massageths
21755,φώγω / fwgw
21756,θεοκλυτέω / qeoklutew
21757,ῥαγή / ragh
21758,συνεπισκέπτομαι / sunepiskeptomai
21759,φῆλος / fhlos
21760,ἠμύω / hmuw
21761,Αἰνέας / Aineas
21762,Πρόσυμνα / Prosumna
21763,προυπεργάζομαι / proupergazomai
21764,μεταμορφόω / metamorfow
21765,ἔντευξις / enteucis
21766,πατροτύπτης / patrotupths
21767,ἀμφίγνωμος / amfignwmos
21768,νηνία / nhnia
21769,Μάριον / Marion
21770,παιδοσπόρος / paidosporos
21771,ἄγραυλος / agraulos
21772,ἀντιπάσχω / antipasxw
21773,ἀγελαῖος / agelaios
21774,συμπρεσβεύω / sumpresbeuw
21775,Βοττία / Bottia
21776,κοιτέω / koitew
21777,Ὅμερος / Omeros
21778,ὁροφύλαξ / orofulac
21779,ἔγκειμαι / egkeimai
21780,τίφη / tifh
21781,πτωχός / ptwxos
21782,νηπιάζω / nhpiazw
21783,συμμετέχω / summetexw
21784,ταυρόκολλα / taurokolla
21785,ἱστός / istos
21786,ἀποστάτης / apostaths
21787,ὑποκορίζομαι / upokorizomai
21788,συνωρίς / sunwris
21789,ὀλίγος  σχίζω / oligos  sxizw
21790,χύμα / xuma
21791,ἐγκαθορμίζω / egkaqormizw
21792,λίσπος / lispos
21793,προλύω / proluw
21794,ψόθος / yoqos
21795,κατορύσσω / katorussw
21796,λυκοφιλία / lukofilia
21797,χνοάω / xnoaw
21798,σαρκοφυέω / sarkofuew
21799,περιουσιάζω / periousiazw
21800,σῶστρον / swstron
21801,πρόφατος / profatos
21802,διακρούω / diakrouw
21803,τάλαντος / talantos
21804,λῆψις / lhyis
21805,Φώκαια / Fwkaia
21806,γαγγραινόομαι / gaggrainoomai
21807,ἐκπολεμόω / ekpolemow
21808,ὀαρίζω / oarizw
21809,τεινεσμός / teinesmos
21810,ὑγροποιός / ugropoios
21811,στιχουργέω / stixourgew
21812,κατακαλέω / katakalew
21813,θάρσος / qarsos
21814,οἶδος / oidos
21815,Μάραθος / Maraqos
21816,κοπιάω / kopiaw
21817,προσεισφέρω / proseisferw
21818,κορσωτήρ / korswthr
21819,μειονεκτέω / meionektew
21820,ἐρείκω / ereikw
21821,μυστιπολεύω / mustipoleuw
21822,ὑπερδύναμαι / uperdunamai
21823,σάβανον / sabanon
21824,μεσόγαια / mesogaia
21825,ἱερίζω / ierizw
21826,ὀδονταλγέω / odontalgew
21827,λοχεύω / loxeuw
21828,ἀρρενόω / arrenow
21829,ἐκρήγνυμι / ekrhgnumi
21830,ὑπερχαίρω / uperxairw
21831,σφυρόν / sfuron
21832,διέξειμι / dieceimi
21833,ἀστράβη / astrabh
21834,γελάω / gelaw
21835,Καπετώλιον / Kapetwlion
21836,ἐπανακαλέω / epanakalew
21837,προτιόσσομαι / protiossomai
21838,κρουνίζω / krounizw
21839,λεαντήρ / leanthr
21840,κατά αἴρω / kata airw
21841,διανυκτερεύω / dianuktereuw
21842,καλλίγραφος / kalligrafos
21843,πράκτης / prakths
21844,κινυρός / kinuros
21845,κοινωφελής / koinwfelhs
21846,ὑποστένω / upostenw
21847,ἔγκοιλος / egkoilos
21848,παροίχομαι / paroixomai
21849,συντετραίνω / suntetrainw
21850,οὖλις / oulis
21851,ῥοῦς / rous
21852,Ἀδρίας / Adrias
