lemma,derivation,meaning,lsj_ulr,pos
ἐκφάντωρ,"['ἐκ', 'φαίνω']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)kfa/ntwr,
τραχηλιστήρ,['τραχηλίζω'],- bandage,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=traxhlisth/r,noun
ναετήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=naeth/r,noun
ἐξακεστήρ,"['ἐξ', 'ἀκέομαι']",,,
ἴκτηρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)/kthr,
ἀγχιστήρ,['ἄγχιστος'],- one who brings near,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)gxisth/r,noun
καθηγητήρ,"['κατά', 'ἡγέομαι']",,,noun
ὁμογενέτωρ,"['ὁμός', 'γένος']",,,noun
κολαπτήρ,['κολάπτω'],- chisel,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kolapth/r,noun
Μέντωρ,[],,,noun
μαστίκτωρ,['μαστίζω'],- scourger,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=masti/ktwr,noun
ὑποφραστήρ,"['ὑπό', 'φράζω']",,,
βεστίτωρ  βεστήτωρ,[],,,
ἀρυτήρ,['ἀρύω'],- ladle; cup,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ruth/r,noun
αὐτοκράτωρ,"['αὐτός', 'κράτος']","- one's own master
- complete master of",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=au)tokra/twr,noun
μυξωτήρ,['μύξα'],,,
χαλκαλέκτωρ,"['χαλκός', 'ἀλέκτωρ']",,,
τμητήρ,[],"- one who cuts; severs, destroyer",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tmhth/r,noun
λαμπτήρ,['λάμπω'],- stand; grate; for lighting rooms,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=lampth/r,noun
Κράντωρ,[],,,noun
πλουτοδοτήρ,['πλουτοδοτέω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ploutodoth/r,noun
ἀνακλιντήρ,"['ἀνά', 'κλίνω']",- neighbour at dinner,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)naklinth/r,noun
ἀμπελοφύτωρ,"['ἄμπελος', 'φύω']",- vine-planter,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)mpelofu/twr,noun
κυρωτήρ,['κυρόω'],- one who has the,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kurwth/r,noun
ἐξάκτωρ,[],- exactor; his office,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)ca/ktwr,noun
ἀλέκτωρ,['ἀλέξω'],,,noun
ψακτήρ,[],,,noun
βρωμήτωρ,['βρωμάομαι'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=brwmh/twr,noun
λυμάντωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=luma/ntwr,noun
προβοκάτωρ,[],,,
ἐκδοτήρ,"['ἐκ', 'δίδωμι']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)kdoth/r,
λεαντήρ,['λεαίνω'],- grinder; pestle,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=leanth/r,noun
μασχαλιστήρ,['μασχάλη'],"- girth passing round the horse behind his shoulders
- girth, band
- second dorsal vertebra",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=masxalisth/r,noun
θεριστήρ,['θερίζω'],"- mower, reaper",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qeristh/r,noun
βώτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=bw/twr,noun
κοσμοκράτωρ,"['κόσμος', 'κρατέω']",- lord of the world,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kosmokra/twr,noun
αὐτομήτωρ,"['αὐτός', 'μήτηρ']",- very mother herself; her mother's very child,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=au)tomh/twr,noun
πυριατήρ,['πυριάζω'],- hot-water bottle; warming-pan,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=puriath/r,noun
καλλιπάτωρ,"['καλός', 'πατήρ']",,,
δημοκράτωρ,"['δῆμος', 'κράτος']",,,
ἀλφηστήρ,['ἀλφάνω'],,,
τριγωνοκράτωρ,"['τρι', 'γωνία', 'κράτος']",- ruler of a zodiacal triangle,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=trigwnokra/twr,noun
ἁλιγενέτωρ,"['ἄλς', 'γενέτωρ']",,,
δικτάτωρ,[],- dictator; the dictatorship,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dikta/twr,noun
ἐπιχυτήρ,"['ἐπί', 'χέω']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pixuth/r,noun
χρωστήρ,['χρῴζω'],- that which colours; dyes,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xrwsth/r,noun
αἰσυητήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ai)suhth/r,noun
πατρομήτωρ,"['πατήρ', 'μήτηρ']",- mother's father,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=patromh/twr,noun
ὑμνοθετήρ,[],,,noun
πεντηκοντήρ,['πεντήκοντα'],- commander of fifty men,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=penthkonth/r,noun
ἀποδεκτήρ,"['ἀπό', 'δέχομαι']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)podekth/r,noun
συγγεννήτωρ,['συγγεννάω'],"- one who assists in generating, common parent",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=suggennh/twr,noun
ἐφάπτωρ,['ἑφάπτω'],"- laying hold of, seizing
- one who strokes; caresses",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)fa/ptwr,noun
ἀθλοπάτωρ,"['ἆθλος', 'πατήρ']",,,
θρεπτήρ,['τρέφω'],"- feeder, rearer",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qrepth/r,noun
ἱππαστήρ,['ἱππάζω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i(ppasth/r,noun
ἱκτήρ,['ἱκνέομαι'],- a suppliant,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i(kth/r,noun
ὁρμοδοτήρ,"['ὅρμος', 'δοτήρ']",- harbour-giver,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o(rmodoth/r,noun
προστεγαστήρ,[],- provisional roofing,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prostegasth/r,noun
συνδαίτωρ,"['σύν', 'δαίς']",- companion at table,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sundai/twr,noun
παρακλήτωρ,"['παρά', 'καλέω']","- one who encourages, comforter",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=paraklh/twr,noun
τεύκτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=teu/ktwr,noun
πλυτήρ,['πλύνω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pluth/r,noun
κάτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ka/twr,noun
περιξυστήρ,"['περί', 'ξύω']",- surgical instrument for scraping; smoothing bones,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pericusth/r,noun
φυσήτωρ,['φυσάω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fush/twr,noun
νυμφευτήρ,['νυμφεύω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=numfeuth/r,
δεκτήρ,['δέχομαι'],- receiver,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dekth/r,noun
πετευριστήρ,['πετευρίζομαι'],"- tumbler, acrobat",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=peteuristh/r,noun
ἀμαλλοδετήρ,"['ἄμαλλα', 'δέω']",- binder of sheaves,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)mallodeth/r,noun
κουφιστήρ,['κουφίζω'],- ring-pad,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=koufisth/r,noun
συλήτωρ,['συλάω'],- plunderer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sulh/twr,noun
θελκτήρ,['θέλγω'],"- soother, charmer",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qelkth/r,noun
θοινάτωρ,['θοινάω'],- feaster,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qoina/twr,noun
κυτογάστωρ,"['κύτος', 'γαστήρ']",- with capacious belly,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kutoga/stwr,noun
εἰσπράκτωρ,"['εἰς', 'πράσσω']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ei)spra/ktwr,noun
ἐλεγκτήρ,['ἐλέγχω'],- one who convicts; detects,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)legkth/r,noun
νευστήρ,['νέω'],"- swimmer, sailor",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=neusth/r,noun
κράντωρ,['κραίνω'],"- ruler, sovereign",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kra/ntwr,noun
Καλλικτήρ,[],,,noun
πωλητήρ,['πωλέω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pwlhth/r,noun
ὀρχηστήρ,['ὀρχέομαι'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)rxhsth/r,noun
καθετήρ,"['κατά', 'ἵημι']","- anything let down into, inserted",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kaqeth/r,noun
συντακτήρ,"['σύν', 'τάσσω']",- one who arranges,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=suntakth/r,noun
μηνυτήρ,['μηνύω'],"- informer, guide; one who shows, reveals",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mhnuth/r,noun
σταχυμήτωρ,"['στάχυς', 'μήτηρ']",- mother of ears of corn,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=staxumh/twr,noun
φιλορήτωρ,"['φίλος', 'ῥήτωρ']",- fond of rhetoric,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=filorh/twr,noun
εὐθυντήρ,['εὐθύνω'],"- corrector, chastiser",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=eu)qunth/r,noun
θηρευτήρ,['θηρεύω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qhreuth/r,noun
ψευδορήτωρ,"['ψευδής', 'ῥήτωρ']",,,
τιθηνητήρ,['τιθηνέω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tiqhnhth/r,noun
φωτοκράτωρ,"['φῶς', 'κρατέω']",- lord of light,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fwtokra/twr,noun
ἐνδυτήρ,"['ἐν', 'δύω']",- for putting on,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)nduth/r,noun
λουτήρ,['λούω'],- washing; bathing-tub,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=louth/r,noun
ἀικτήρ,['ἀίσσω'],,,noun
φρήτηρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=frh/thr,
ποδιστήρ,['ποδίζω'],"- foot-entangling
- tripod",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=podisth/r,noun
δυσμάτωρ,"['δυσ', 'μήτηρ']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dusma/twr,noun
γαστήρ,[],"- paunch, belly; belly; wide part
- womb; infancy",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=gasth/r,noun
ζευκτήρ,['ζεύγνυμι'],- one who yokes; joins,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=zeukth/r,noun
δρηστήρ,['δράω'],"- labourer, working man
- runaway",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=drhsth/r,noun
συμπαίκτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sumpai/ktwr,noun
μεγαλοκράτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=megalokra/twr,noun
χαλκοδεσμήτωρ,['δέω'],,,
ἀλειπτήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)leipth/r,noun
μουσομήτωρ,"['μοῦσα', 'μήτηρ']",- the mother of Musesand all arts,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mousomh/twr,noun
πελλητήρ,['πέλλα'],,,
ἡδυντήρ,['ἡδύνω'],- seasoning,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=h(dunth/r,noun
στρεπτήρ,['στρέφω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=strepth/r,noun
πυρικαύτωρ,"['πῦρ', 'καίω']",- burning with fire,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=purikau/twr,
γενέτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=gene/twr,noun
παμψέκτωρ,"['πᾶς', 'ψέγω']",- one that blames all,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pamye/ktwr,noun
ἀμμοδύτωρ,"['ἄμμος', 'δύω']",- burrowing in sand,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)mmodu/twr,noun
μεγιστοπάτωρ,"['μέγιστος', 'πατήρ']",- greatest of fathers,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=megistopa/twr,noun
αὐτοπατήρ,"['αὐτός', 'πατήρ']",,,
παλαιομάτωρ,"['παλαιός', 'μήτηρ']",- ancient mother,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=palaioma/twr,noun
ὀνομακλήτωρ,"['ὄνομα', 'καλέω']",- one who announces guests by name; nomenclator,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)nomaklh/twr,noun
τριτοπάτωρ,"['τρίτος', 'πατήρ']",,,
ὑφηγητήρ,"['ὑπό', 'ἡγέομαι']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(fhghth/r,noun
φρουρητήρ,['φρουρέω'],"- watcher, guard",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=frourhth/r,noun
προκτήτωρ,"['πρό', 'κτάομαι']",- previous owner,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prokth/twr,noun
ἀκέστωρ,['ἀκέω'],"- healer, saviour",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ke/stwr,noun
ἑπταμήτωρ,"['ἑπτά', 'μήτηρ']",- mother of seven children,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e(ptamh/twr,noun
ἀναμασχαλιστήρ,"['ἀνά', 'μασχαλιστήρ']",- shoulder-strap,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)namasxalisth/r,noun
κερδαντήρ,['κερδαίνω'],,,
φορμικτήρ,['φορμίζω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=formikth/r,noun
λυτήρ,['λύω'],"- one who looses, deliverer
- arbitrator, decider",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=luth/r,noun
ἰάτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)a/twr,
σχαστήρ,['σχάζω'],- clothes-hanger; -stretcher; tendicula,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sxasth/r,noun
μακτήρ,['μάσσω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=makth/r,noun
πεκτήρ,['πέκω'],- shearer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pekth/r,noun
Τιτανοκράτωρ,"['Τιτάν', 'κρατέω']",- conqueror of the Titans,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=*titanokra/twr,noun
Ἀμύντωρ,[],,,noun
μητροπάτωρ,"['μήτηρ', 'πατήρ']","- mother's father, grandfather",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mhtropa/twr,noun
πτεροφύτωρ,"['πτερόν', 'φύω']",- feather-producing,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pterofu/twr,noun
ἀκοντιστήρ,['ἀκοντίζω'],"- darting, hurtling; Dritter Bericht",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)kontisth/r,noun
ἀγητήρ,[],,,
εὐναστήρ,['εὐνάζω'],- serving as an anchor,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=eu)nasth/r,noun
ζηνοδοτήρ,"['Ζεύς', 'δοτήρ']",,,
διμήτωρ,"['δίς', 'μήτηρ']",- twice-born,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dimh/twr,noun
μισομήτωρ,"['μισέω', 'μήτηρ']",,,
ὀβολοστατήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)bolostath/r,noun
κνάπτωρ,['κνάπτω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kna/ptwr,
οὐσιοπάτωρ,"['οὐσία', 'πατήρ']",- father of existence,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ou)siopa/twr,noun
ὀξυντήρ,['ὀξύνω'],- sharpener,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)cunth/r,noun
φαρμακτήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=farmakth/r,noun
γιγαντολέτωρ,"['γίγας', 'ὄλλυμι']",,,
ἰσομάτωρ,"['ἴσος', 'μήτηρ']",- like one's mother; dam,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)soma/twr,noun
συνοικητήρ,['συνοικέω'],- house-fellow,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sunoikhth/r,noun
ἐπιβώτωρ,"['ἐπί', 'βώτωρ']",- shepherd,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pibw/twr,noun
ὀμφητήρ,['ὀμφή'],- soothsayer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)mfhth/r,noun
κατευθυντήρ,"['κατά', 'εὐθύνω']",,,
τρυγητήρ,['τρυγάω'],- one who gathers ripe fruit; grapes,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=trughth/r,noun
ἀκεστήρ,['ἀκέω'],- healer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)kesth/r,noun
μονομήτωρ,"['μόνος', 'μήτηρ']",- bereft of a mother,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=monomh/twr,noun
ὀνάτωρ,['ὀνίνημι'],,,noun
δαϊκτήρ,['δαΐζω'],,,noun
ἵστωρ,[],,,noun
κατοπτήρ,"['κατά', 'ὀπτεύω']","- spy, scout",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=katopth/r,noun
ἐπικρατήτωρ,"['ἐπί', 'κρατέω']",- ruling,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pikrath/twr,noun
οἰνοποτήρ,"['οἶνος', 'πίνω']",- wine-drinker,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=oi)nopoth/r,noun
ὀνυχιστήρ,['ὀνυχίζω'],- hoof,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)nuxisth/r,noun
σαφήτωρ,['σάφα'],"- explainer, interpreter",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=safh/twr,noun
τριετήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=trieth/r,noun
αὐτοπάτωρ,"['αὐτός', 'πατήρ']",- self-engendered,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=au)topa/twr,noun
κατονειδιστήρ,"['κατά', 'ὀνειδίζω']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=katoneidisth/r,noun
μανδάτωρ,[],,,
Γενέτωρ,[],,,noun
ὁριοκράτωρ,"['ὅριον', 'κρατέω']",- ruler of certain degrees in a zodiacal sign,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o(riokra/twr,noun
τριπάτωρ,"['τρι', 'πατήρ']",- having three fathers,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tripa/twr,noun
ἀγρωστήρ,['ἀγρός'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)grwsth/r,noun
ματήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=math/r,noun
συνεστιάτωρ,['συνεστιάζω'],- boon-companion,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sunestia/twr,noun
μνήστωρ,['μνάομαι'],- mindful of,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mnh/stwr,noun
ἑλκυστήρ,['ἕλκω'],- instrument for drawing; crochet; a rein,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e(lkusth/r,noun
ἐπιπάτωρ,"['ἐπί', 'πατήρ']",- stepfather,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pipa/twr,noun
ἀγρώστωρ,['ἄγρα'],,,noun
ἀλκτήρ,['ἀλκή'],"- one who wards off, protector from",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)lkth/r,noun
Στάτωρ,[],,,noun
πολεμήτωρ,['πολεμέω'],- warlike,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=polemh/twr,noun
πονοπαίκτωρ,"['πόνος', 'παίζω']",- one that sports with danger,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ponopai/ktwr,noun
στατήρ,[],"- standard coin
- one who owes money, debtor",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=stath/r,noun
δορυμήστωρ,"['δόρυ', 'μήστωρ']",- skilled with the spear; workshop where spear-shafts are made,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dorumh/stwr,noun
κλαυστήρ,['κλαίω'],- weeper,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=klausth/r,noun
δοτήρ,['δίδωμι'],"- giver, dispenser",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=doth/r,noun
Ζωστήρ,[],,,noun
καθαρτήρ,['καθαίρω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kaqarth/r,noun
ἐργαστήρ,['ἐργάζομαι'],- workman; in husbandry,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)rgasth/r,noun
ἀδαμάστωρ,['ἀδάμαστος'],,,
πράκτωρ,['πράσσω'],"- one who does; executes, accomplisher
- official who executes a judgment for debt; public debt, bailiff",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pra/ktwr,noun
μονοπάτωρ,"['μόνος', 'πατήρ']",- only father,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=monopa/twr,noun
νομοΐστωρ,"['νόμος', 'ἴστωρ']",,,noun
πραίτωρ,[],,,
δομήτωρ,['δομέω'],- builder,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=domh/twr,noun
ἀρνευτήρ,[],"- tumbler, acrobat",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)rneuth/r,noun
ῥυτήρ,['ἐρύω'],,,noun
ἀμελκτήρ,['ἀμέλγω'],- milking-pail,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)melkth/r,noun
φαυστήρ,['φάω'],- lamp; candelabrum; large window,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fausth/r,noun
τευχηστήρ,['τεῦχος'],"- armed man, warrior",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=teuxhsth/r,noun
λευστήρ,['λεύω'],- one who stones,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=leusth/r,noun
φράστωρ,['φράζω'],- guide,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fra/stwr,noun
μεγαλήτωρ,"['μέγας', 'ἦτορ']",- greathearted,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=megalh/twr,noun
