lemma,derivation,lemma_raw,lemma_betacode,lemma_betacode_raw,derivation_raw,derivation_betacode,prefix,prefix_betacode,query_lemmas
ἅζομαι,,ἅζομαι,a(/zomai,azomai,[],[],[],[],αζομαι / azomai
ἐξεμέω,"ἐξ, ἐμέω",ἐξεμέω,e)ceme/w,ecemew,"['ἐξ', 'ἐμέω']","['ec', 'emew']",['ἐξ'],['ec'],εξεμεω / ecemew
κάπιστρον,Lat. capistrum,κάπιστρον,ka/pistron,kapistron,[],[],[],[],καπιστρον / kapistron
πύραθος,,πύραθος,pu/raqos,puraqos,[],[],[],[],πυραθος / puraqos
ὑπογλώσσιον,"ὑπό, γλῶσσα",ὑπογλώσσιον,u(poglw/ssion,upoglwssion,"['ὑπό', 'γλῶσσα']","['upo', 'glwssa']",['ὑπό'],['upo'],υπογλωσσιον / upoglwssion
περίπεμπτος,"περί, πέμπω",περίπεμπτος,peri/pemptos,peripemptos,"['περί', 'πέμπω']","['peri', 'pempw']",['περί'],['peri'],περιπεμπτος / peripemptos
ἑπταπλάσιος,"ἑπτά, πλέκω",ἑπταπλάσιος,e(ptapla/sios,eptaplasios,"['ἑπτά', 'πλέκω']","['epta', 'plekw']",[],[],επταπλασιος / eptaplasios
ἀλεύκανος,λευκός,ἀλεύκανος,a)leu/kanos,aleukanos,['λευκός'],['leukos'],[],[],αλευκανος / aleukanos
διαπρίωσις,"διά, πρίω",διαπρίωσις,diapri/wsis,diapriwsis,"['διά', 'πρίω']","['dia', 'priw']",['διά'],['dia'],διαπριωσις / diapriwsis
εὐοπλία,"εὖ, ὅπλον",εὐοπλία,eu)opli/a,euoplia,"['εὖ', 'ὅπλον']","['eu', 'oplon']",['εὖ'],['eu'],ευοπλια / euoplia
συνεξάλλομαι,"σύν, ἐξ, ἅλλομαι",συνεξάλλομαι,suneca/llomai,sunecallomai,"['σύν', 'ἐξ', 'ἅλλομαι']","['sun', 'ec', 'allomai']","['σύν', 'ἐξ']","['sun', 'ec']",συνεξαλλομαι / sunecallomai
ἀκεραιότης,ἀκέραιος,ἀκεραιότης,a)keraio/ths,akeraioths,['ἀκέραιος'],['akeraios'],[],[],ακεραιοτης / akeraioths
ἐρωέω,see ἐρωή,ἐρωέω,e)rwe/w,erwew,[],[],[],[],ερωεω / erwew
ἀτέρμων,τέρμα,ἀτέρμων,a)te/rmwn,atermwn,['τέρμα'],['terma'],[],[],ατερμων / atermwn
δειπνιστήριον,,δειπνιστήριον,deipnisth/rion,deipnisthrion,[],[],[],[],δειπνιστηριον / deipnisthrion
σάγαρις,,σάγαρις,sa/garis,sagaris,[],[],[],[],σαγαρις / sagaris
ληξιαρχικός,"λῆξις, ἀρχός",ληξιαρχικός,lhciarxiko/s,lhciarxikos,"['λῆξις', 'ἀρχός']","['lhcis', 'arxos']",[],[],ληξιαρχικος / lhciarxikos
κατατόξευσις,"κατά, τοξεύω",κατατόξευσις,katato/ceusis,katatoceusis,"['κατά', 'τοξεύω']","['kata', 'toceuw']",['κατά'],['kata'],κατατοξευσις / katatoceusis
φαρμακός,see φάρμακον,φαρμακός,farmako/s,farmakos,[],[],[],[],φαρμακος / farmakos
ἐφυπνώττω,"ἐπί, ὑπνόω",ἐφυπνώττω,e)fupnw/ttw,efupnwttw,"['ἐπί', 'ὑπνόω']","['epi', 'upnow']",['ἐπί'],['epi'],εφυπνωττω / efupnwttw
ὀξυμήνιτος,"ὀξύς, μηνίω",ὀξυμήνιτος,o)cumh/nitos,ocumhnitos,"['ὀξύς', 'μηνίω']","['ocus', 'mhniw']",[],[],οξυμηνιτος / ocumhnitos
ἀποχράομαι,"ἀπό, χράομαι",ἀποχράομαι,a)poxra/omai,apoxraomai,"['ἀπό', 'χράομαι']","['apo', 'xraomai']",['ἀπό'],['apo'],αποχραομαι / apoxraomai
σφαλερόνηκτος,"σφαλερός, νήχω",σφαλερόνηκτος,sfalero/nhktos,sfaleronhktos,"['σφαλερός', 'νήχω']","['sfaleros', 'nhxw']",[],[],σφαλερονηκτος / sfaleronhktos
κατακράτησις,"κατά, κρατέω",κατακράτησις,katakra/thsis,katakrathsis,"['κατά', 'κρατέω']","['kata', 'kratew']",['κατά'],['kata'],κατακρατησις / katakrathsis
ἐμπεριστέγω,"ἐν, περί, στέγω",ἐμπεριστέγω,e)mperiste/gw,emperistegw,"['ἐν', 'περί', 'στέγω']","['en', 'peri', 'stegw']","['ἐν', 'περί']","['en', 'peri']",εμπεριστεγω / emperistegw
κακόγαμβρος,"κακός, γαμβρός",κακόγαμβρος,kako/gambros,kakogambros,"['κακός', 'γαμβρός']","['kakos', 'gambros']",[],[],κακογαμβρος / kakogambros
ἡμίσευμα,ἡμισσεύω,ἡμίσευμα,h(mi/seuma,hmiseuma,['ἡμισσεύω'],['hmisseuw'],[],[],ημισευμα / hmiseuma
πιστάκη,,πιστάκη,pista/kh,pistakh,[],[],[],[],πιστακη / pistakh
αἴσθησις,αἰσθάνομαι,αἴσθησις,ai)/sqhsis,aisqhsis,['αἰσθάνομαι'],['aisqanomai'],[],[],αισθησις / aisqhsis
ἐνστομίζω,"ἐν, στόμα",ἐνστομίζω,e)nstomi/zw,enstomizw,"['ἐν', 'στόμα']","['en', 'stoma']",['ἐν'],['en'],ενστομιζω / enstomizw
πραίσευτον,,πραίσευτον,prai/seuton,praiseuton,[],[],[],[],πραισευτον / praiseuton
προσεπικαταδέω,"πρός, ἐπί, κατά, δέω",προσεπικαταδέω,prosepikatade/w,prosepikatadew,"['πρός', 'ἐπί', 'κατά', 'δέω']","['pros', 'epi', 'kata', 'dew']","['πρός', 'ἐπί', 'κατά']","['pros', 'epi', 'kata']",προσεπικαταδεω / prosepikatadew
θυμιατίζω,,θυμιατίζω,qumiati/zw,qumiatizw,[],[],[],[],θυμιατιζω / qumiatizw
ἀμπελοβάμων,"ἄμπελος, βαίνω",ἀμπελοβάμων,a)mpeloba/mwn,ampelobamwn,"['ἄμπελος', 'βαίνω']","['ampelos', 'bainw']",[],[],αμπελοβαμων / ampelobamwn
νικύλεα,,νικύλεα,niku/lea,nikulea,[],[],[],[],νικυλεα / nikulea
Ἀντίφιλος,,Ἀντίφιλος,*)Anti/filos,Antifilos,[],[],[],[],Αντιφιλος / Antifilos
ταχίνας,ταχινός,ταχίνας,taxi/nas,taxinas,['ταχινός'],['taxinos'],[],[],ταχινας / taxinas
μετακόσμησις,"μετά, κόσμος",μετακόσμησις,metako/smhsis,metakosmhsis,"['μετά', 'κόσμος']","['meta', 'kosmos']",['μετά'],['meta'],μετακοσμησις / metakosmhsis
ἀπολαυστέον,ἀπολαύω,ἀπολαυστέον,a)polauste/on,apolausteon,['ἀπολαύω'],['apolauw'],[],[],απολαυστεον / apolausteon
συκαμίνινος,συκάμινον,συκαμίνινος,sukami/ninos,sukamininos,['συκάμινον'],['sukaminon'],[],[],συκαμινινος / sukamininos
δυστραπέλεια,,δυστραπέλεια,dustrape/leia,dustrapeleia,[],[],[],[],δυστραπελεια / dustrapeleia
στελεχώδης,στέλεχος,στελεχώδης,stelexw/dhs,stelexwdhs,['στέλεχος'],['stelexos'],[],[],στελεχωδης / stelexwdhs
παραμυθήτωρ,"παρά, μυθέομαι",παραμυθήτωρ,paramuqh/twr,paramuqhtwr,"['παρά', 'μυθέομαι']","['para', 'muqeomai']",['παρά'],['para'],παραμυθητωρ / paramuqhtwr
παροικεσία,"παρά, οἰκέω",παροικεσία,paroikesi/a,paroikesia,"['παρά', 'οἰκέω']","['para', 'oikew']",['παρά'],['para'],παροικεσια / paroikesia
ἐπιλογή,"ἐπί, λέγω",ἐπιλογή,e)pilogh/,epilogh,"['ἐπί', 'λέγω']","['epi', 'legw']",['ἐπί'],['epi'],επιλογη / epilogh
σουγγεστίων,Lat. suggestio,σουγγεστίων,souggesti/wn,souggestiwn,[],[],[],[],σουγγεστιων / souggestiwn
φρυάσσω,,φρυάσσω,frua/ssw,fruassw,[],[],[],[],φρυασσω / fruassw
ἠπιόλης,see ἠπίαλος,ἠπιόλης,h)pio/lhs,hpiolhs,[],[],[],[],ηπιολης / hpiolhs
Πακτώλιος,Πακτωλός,Πακτώλιος,*Paktw/lios,Paktwlios,['Πακτωλός'],['Paktwlos'],[],[],Πακτωλιος / Paktwlios
στλεγγίον,στλεγγίς,στλεγγίον,stleggi/on,stleggion,['στλεγγίς'],['stleggis'],[],[],στλεγγιον / stleggion
ἀπιθυντήρ,"ἀπό, ἰθύνω",ἀπιθυντήρ,a)piqunth/r,apiqunthr,"['ἀπό', 'ἰθύνω']","['apo', 'iqunw']",['ἀπό'],['apo'],απιθυντηρ / apiqunthr
ἀναχαυνόομαι,"ἀνά, χαυνόω",ἀναχαυνόομαι,a)naxauno/omai,anaxaunoomai,"['ἀνά', 'χαυνόω']","['ana', 'xaunow']",['ἀνά'],['ana'],αναχαυνοομαι / anaxaunoomai
ἀμίμητος,μιμέομαι,ἀμίμητος,a)mi/mhtos,amimhtos,['μιμέομαι'],['mimeomai'],[],[],αμιμητος / amimhtos
πεμπάμερος,,πεμπάμερος,pempa/meros,pempameros,[],[],[],[],πεμπαμερος / pempameros
σκαφηφόρος,"σκάφη, φέρω",σκαφηφόρος,skafhfo/ros,skafhforos,"['σκάφη', 'φέρω']","['skafh', 'ferw']",[],[],σκαφηφορος / skafhforos
Λυκόοργος,,Λυκόοργος,*Luko/orgos,Lukoorgos,[],[],[],[],Λυκοοργος / Lukoorgos
παράχριστον,"παρά, χρίω",παράχριστον,para/xriston,paraxriston,"['παρά', 'χρίω']","['para', 'xriw']",['παρά'],['para'],παραχριστον / paraxriston
κλῄσις,,κλῄσις,klh/|sis,klhsis,[],[],[],[],κλησις / klhsis
πολυπευθής,"πολύς, πυνθάνομαι",πολυπευθής,polupeuqh/s,polupeuqhs,"['πολύς', 'πυνθάνομαι']","['polus', 'punqanomai']",[],[],πολυπευθης / polupeuqhs
τοποκρατέω,"τόπος, κράτος",τοποκρατέω,topokrate/w,topokratew,"['τόπος', 'κράτος']","['topos', 'kratos']",[],[],τοποκρατεω / topokratew
ἐξουδένωσις,ἐξουδενόω,ἐξουδένωσις,e)coude/nwsis,ecoudenwsis,['ἐξουδενόω'],['ecoudenow'],[],[],εξουδενωσις / ecoudenwsis
χλαμύδιον,χλαμύς,χλαμύδιον,xlamu/dion,xlamudion,['χλαμύς'],['xlamus'],[],[],χλαμυδιον / xlamudion
προκόσμιος,"πρό, κοσμός",προκόσμιος,proko/smios,prokosmios,"['πρό', 'κοσμός']","['pro', 'kosmos']",['πρό'],['pro'],προκοσμιος / prokosmios
Σιθώνιος,Σιθωνία,Σιθώνιος,*Siqw/nios,Siqwnios,['Σιθωνία'],['Siqwnia'],[],[],Σιθωνιος / Siqwnios
παράπταισμα,"παρά, πταίω",παράπταισμα,para/ptaisma,paraptaisma,"['παρά', 'πταίω']","['para', 'ptaiw']",['παρά'],['para'],παραπταισμα / paraptaisma
τηνίκα,"τό, ἡνίκα",τηνίκα,thni/ka,thnika,"['τό', 'ἡνίκα']","['to', 'hnika']",[],[],τηνικα / thnika
κατεφθός,"κατά, ἑφθός",κατεφθός,katefqo/s,katefqos,"['κατά', 'ἑφθός']","['kata', 'efqos']",['κατά'],['kata'],κατεφθος / katefqos
ἀπαργυρόω,"ἀπό, ἄργυρος",ἀπαργυρόω,a)parguro/w,apargurow,"['ἀπό', 'ἄργυρος']","['apo', 'arguros']",['ἀπό'],['apo'],απαργυροω / apargurow
τόκειος,τόκος,τόκειος,to/keios,tokeios,['τόκος'],['tokos'],[],[],τοκειος / tokeios
ἀδηλία,ἄδηλος,ἀδηλία,a)dhli/a,adhlia,['ἄδηλος'],['adhlos'],[],[],αδηλια / adhlia
ἐπᾷσαι,,ἐπᾷσαι,e)pa=|sai,epasai,[],[],[],[],επασαι / epasai
πολυθενία,,πολυθενία,poluqeni/a,poluqenia,[],[],[],[],πολυθενια / poluqenia
τερθρωτήρ,τέρθρον,τερθρωτήρ,terqrwth/r,terqrwthr,['τέρθρον'],['terqron'],[],[],τερθρωτηρ / terqrwthr
προεπιμελέομαι,"πρό, ἐπιμελέω",προεπιμελέομαι,proepimele/omai,proepimeleomai,"['πρό', 'ἐπιμελέω']","['pro', 'epimelew']",['πρό'],['pro'],προεπιμελεομαι / proepimeleomai
ψοφέω,ψόφος,ψοφέω,yofe/w,yofew,['ψόφος'],['yofos'],[],[],ψοφεω / yofew
οὐσούφρουκτος,Lat. usufructus,οὐσούφρουκτος,ou)sou/frouktos,ousoufrouktos,[],[],[],[],ουσουφρουκτος / ousoufrouktos
σκορόδιον,σκόροδον,σκορόδιον,skoro/dion,skorodion,['σκόροδον'],['skorodon'],[],[],σκοροδιον / skorodion
ἦτε 2,,ἦτε,h)=te,hte,[],[],[],[],ητε / hte
κόθαρσις,,κόθαρσις,ko/qarsis,koqarsis,[],[],[],[],κοθαρσις / koqarsis
ἀποδιάγράφω,"ἀπό, διά, γράφω",ἀποδιάγράφω,a)podia/gra/fw,apodiagrafw,"['ἀπό', 'διά', 'γράφω']","['apo', 'dia', 'grafw']","['ἀπό', 'διά']","['apo', 'dia']",αποδιαγραφω / apodiagrafw
ἀνατρεπτέον,"ἀνά, τρέπω",ἀνατρεπτέον,a)natrepte/on,anatrepteon,"['ἀνά', 'τρέπω']","['ana', 'trepw']",['ἀνά'],['ana'],ανατρεπτεον / anatrepteon
γιγαντόραιστος,"γίγας, ῥήγνυμι, παίω",γιγαντόραιστος,giganto/raistos,gigantoraistos,"['γίγας', 'ῥήγνυμι', 'παίω']","['gigas', 'rhgnumi', 'paiw']",[],[],γιγαντοραιστος / gigantoraistos
ἐπιρρομβέω,"ἐπί, ῥομβέω",ἐπιρρομβέω,e)pirrombe/w,epirrombew,"['ἐπί', 'ῥομβέω']","['epi', 'rombew']",['ἐπί'],['epi'],επιρρομβεω / epirrombew
ἀλσηίς,ἄλσος,ἀλσηίς,a)lshi/s,alshis,['ἄλσος'],['alsos'],[],[],αλσηις / alshis
πάραυλος 2,"παρά, αὐλός",πάραυλος,pa/raulos,paraulos,"['παρά', 'αὐλός']","['para', 'aulos']",['παρά'],['para'],παραυλος / paraulos
κήομεν,,κήομεν,kh/omen,khomen,[],[],[],[],κηομεν / khomen
σιτανίας,σῖτος,σιτανίας,sitani/as,sitanias,['σῖτος'],['sitos'],[],[],σιτανιας / sitanias
συλλειτουργέω,"σύν, λειτουργέω",συλλειτουργέω,sulleitourge/w,sulleitourgew,"['σύν', 'λειτουργέω']","['sun', 'leitourgew']",['σύν'],['sun'],συλλειτουργεω / sulleitourgew
κηφήν,see κωφός?,κηφήν,khfh/n,khfhn,[],[],[],[],κηφην / khfhn
ἀδιτεύω,ἀδιτίων,ἀδιτεύω,a)diteu/w,aditeuw,['ἀδιτίων'],['aditiwn'],[],[],αδιτευω / aditeuw
ψηφολόγος,"ψῆφος, λέγω",ψηφολόγος,yhfolo/gos,yhfologos,"['ψῆφος', 'λέγω']","['yhfos', 'legw']",[],[],ψηφολογος / yhfologos
ἐπίλαμπρος,"ἐπί, λάμπω",ἐπίλαμπρος,e)pi/lampros,epilampros,"['ἐπί', 'λάμπω']","['epi', 'lampw']",['ἐπί'],['epi'],επιλαμπρος / epilampros
Ἀμφίδιος,Lat. Anfidius,Ἀμφίδιος,*)Amfi/dios,Amfidios,[],[],[],[],Αμφιδιος / Amfidios
παυρακίς,,παυρακίς,pauraki/s,paurakis,[],[],[],[],παυρακις / paurakis
ὑδραλής,ὕδωρ,ὑδραλής,u(dralh/s,udralhs,['ὕδωρ'],['udwr'],[],[],υδραλης / udralhs
ἐπιγαυρόω,"ἐπί, γαῦρος",ἐπιγαυρόω,e)pigauro/w,epigaurow,"['ἐπί', 'γαῦρος']","['epi', 'gauros']",['ἐπί'],['epi'],επιγαυροω / epigaurow
συγκεκαλυμμένως,,συγκεκαλυμμένως,sugkekalumme/nws,sugkekalummenws,[],[],[],[],συγκεκαλυμμενως / sugkekalummenws
πρόσκυσον,,πρόσκυσον,pro/skuson,proskuson,[],[],[],[],προσκυσον / proskuson
Μεγαρεύς 2,Μέγαρα,Μεγαρεύς,*Megareu/s,Megareus,['Μέγαρα'],['Megara'],[],[],Μεγαρευς / Megareus
νομιμότης,νόμος,νομιμότης,nomimo/ths,nomimoths,['νόμος'],['nomos'],[],[],νομιμοτης / nomimoths
ἐγρεμάχη,,ἐγρεμάχη,e)grema/xh,egremaxh,[],[],[],[],εγρεμαχη / egremaxh
ὑπατεύω,ὕπατος,ὑπατεύω,u(pateu/w,upateuw,['ὕπατος'],['upatos'],[],[],υπατευω / upateuw
Θόλος,,Θόλος,*Qo/los,Qolos,[],[],[],[],Θολος / Qolos
ἀντιμεταληπτέον,"ἀντί, μετά, λαμβάνω",ἀντιμεταληπτέον,a)ntimetalhpte/on,antimetalhpteon,"['ἀντί', 'μετά', 'λαμβάνω']","['anti', 'meta', 'lambanw']","['ἀντί', 'μετά']","['anti', 'meta']",αντιμεταληπτεον / antimetalhpteon
σωννύω,,σωννύω,swnnu/w,swnnuw,[],[],[],[],σωννυω / swnnuw
ἀνταφίημι,"ἀντί, ἀπό, ἵημι",ἀνταφίημι,a)ntafi/hmi,antafihmi,"['ἀντί', 'ἀπό', 'ἵημι']","['anti', 'apo', 'ihmi']","['ἀντί', 'ἀπό']","['anti', 'apo']",ανταφιημι / antafihmi
διακορής,"διά, κόρος",διακορής,diakorh/s,diakorhs,"['διά', 'κόρος']","['dia', 'koros']",['διά'],['dia'],διακορης / diakorhs
κρααίνω,,κρααίνω,kraai/nw,kraainw,[],[],[],[],κρααινω / kraainw
ἐνήνοθε,,ἐνήνοθε,e)nh/noqe,enhnoqe,[],[],[],[],ενηνοθε / enhnoqe
πίσω,,πίσω,pi/sw,pisw,[],[],[],[],πισω / pisw
περιφρουρεύω,"περί, φρουρέω",περιφρουρεύω,perifroureu/w,perifroureuw,"['περί', 'φρουρέω']","['peri', 'frourew']",['περί'],['peri'],περιφρουρευω / perifroureuw
νήκεροι,,νήκεροι,nh/keroi,nhkeroi,[],[],[],[],νηκεροι / nhkeroi
ἀκροβατικός,ἀκροβατέω,ἀκροβατικός,a)krobatiko/s,akrobatikos,['ἀκροβατέω'],['akrobatew'],[],[],ακροβατικος / akrobatikos
ὠθισμός,ὠθίζω,ὠθισμός,w)qismo/s,wqismos,['ὠθίζω'],['wqizw'],[],[],ωθισμος / wqismos
Ἄσσα,,Ἄσσα,*)/Assa,Assa,[],[],[],[],Ασσα / Assa
Σάκας,,Σάκας,*Sa/kas,Sakas,[],[],[],[],Σακας / Sakas
ὀργανίτης,ὄργανον,ὀργανίτης,o)rgani/ths,organiths,['ὄργανον'],['organon'],[],[],οργανιτης / organiths
ἔφησθα,,ἔφησθα,e)/fhsqa,efhsqa,[],[],[],[],εφησθα / efhsqa
συμπροαύξομαι,"σύν, προαύξω",συμπροαύξομαι,sumproau/comai,sumproaucomai,"['σύν', 'προαύξω']","['sun', 'proaucw']",['σύν'],['sun'],συμπροαυξομαι / sumproaucomai
ἀποχάζομαι,"ἀπό, χάζομαι",ἀποχάζομαι,a)poxa/zomai,apoxazomai,"['ἀπό', 'χάζομαι']","['apo', 'xazomai']",['ἀπό'],['apo'],αποχαζομαι / apoxazomai
ἐνακούω,"ἐν, ἀκούω",ἐνακούω,e)nakou/w,enakouw,"['ἐν', 'ἀκούω']","['en', 'akouw']",['ἐν'],['en'],ενακουω / enakouw
Ὁμαδοήλ,,Ὁμαδοήλ,*(Omadoh/l,Omadohl,[],[],[],[],Ομαδοηλ / Omadohl
Ἑρέννιος,,Ἑρέννιος,*(Ere/nnios,Erennios,[],[],[],[],Ερεννιος / Erennios
περιεῖδον,"περί, εἶδον",περιεῖδον,periei=don,perieidon,"['περί', 'εἶδον']","['peri', 'eidon']",['περί'],['peri'],περιειδον / perieidon
εὔσελμος,"εὖ, σέλμα",εὔσελμος,eu)/selmos,euselmos,"['εὖ', 'σέλμα']","['eu', 'selma']",['εὖ'],['eu'],ευσελμος / euselmos
ἀργυροταμιευτικός,ἀργυροταμιεύω,ἀργυροταμιευτικός,a)rgurotamieutiko/s,argurotamieutikos,['ἀργυροταμιεύω'],['argurotamieuw'],[],[],αργυροταμιευτικος / argurotamieutikos
σύνεδρος,"σύν, ἕδρα",σύνεδρος,su/nedros,sunedros,"['σύν', 'ἕδρα']","['sun', 'edra']",['σύν'],['sun'],συνεδρος / sunedros
κότυλος,κοτύλη,κότυλος,ko/tulos,kotulos,['κοτύλη'],['kotulh'],[],[],κοτυλος / kotulos
μορφοποιΐα,"μορφή, ποιέω",μορφοποιΐα,morfopoii/+a,morfopoiia,"['μορφή', 'ποιέω']","['morfh', 'poiew']",[],[],μορφοποιια / morfopoiia
διχορραγής,"δίχα, ῥήγνυμι",διχορραγής,dixorragh/s,dixorraghs,"['δίχα', 'ῥήγνυμι']","['dixa', 'rhgnumi']",[],[],διχορραγης / dixorraghs
κωπεύω,κώπη,κωπεύω,kwpeu/w,kwpeuw,['κώπη'],['kwph'],[],[],κωπευω / kwpeuw
οἰνολογέω,"οἶνος, λέγω",οἰνολογέω,oi)nologe/w,oinologew,"['οἶνος', 'λέγω']","['oinos', 'legw']",[],[],οινολογεω / oinologew
Ευβίοτος,,Ευβίοτος,*Eubi/otos,Eubiotos,[],[],[],[],Ευβιοτος / Eubiotos
ὑπολευκανθίζω,"ὑπό, λευκαίνομαι",ὑπολευκανθίζω,u(poleukanqi/zw,upoleukanqizw,"['ὑπό', 'λευκαίνομαι']","['upo', 'leukainomai']",['ὑπό'],['upo'],υπολευκανθιζω / upoleukanqizw
ἰσόμαλος,,ἰσόμαλος,i)so/malos,isomalos,[],[],[],[],ισομαλος / isomalos
ἀνθρωπόομαι,ἄνθρωπος,ἀνθρωπόομαι,a)nqrwpo/omai,anqrwpoomai,['ἄνθρωπος'],['anqrwpos'],[],[],ανθρωποομαι / anqrwpoomai
σύντομος,"σύν, τέμνω",σύντομος,su/ntomos,suntomos,"['σύν', 'τέμνω']","['sun', 'temnw']",['σύν'],['sun'],συντομος / suntomos
πολεμόφρων,"πόλεμος, φρήν",πολεμόφρων,polemo/frwn,polemofrwn,"['πόλεμος', 'φρήν']","['polemos', 'frhn']",[],[],πολεμοφρων / polemofrwn
ἀειλογία,"ἀεί, λέγω",ἀειλογία,a)eilogi/a,aeilogia,"['ἀεί', 'λέγω']","['aei', 'legw']",[],[],αειλογια / aeilogia
καρδιᾶτις,καρδία,καρδιᾶτις,kardia=tis,kardiatis,['καρδία'],['kardia'],[],[],καρδιατις / kardiatis
δεσμώτης,δεσμός,δεσμώτης,desmw/ths,desmwths,['δεσμός'],['desmos'],[],[],δεσμωτης / desmwths
πρωτοκλίναρχος,"πρῶτος, κλίναρχος",πρωτοκλίναρχος,prwtokli/narxos,prwtoklinarxos,"['πρῶτος', 'κλίναρχος']","['prwtos', 'klinarxos']",[],[],πρωτοκλιναρχος / prwtoklinarxos
Μήλιος,Μῆλος,Μήλιος,*Mh/lios,Mhlios,['Μῆλος'],['Mhlos'],[],[],Μηλιος / Mhlios
καθαιμάσσω,"κατά, αἱμάσσω",καθαιμάσσω,kaqaima/ssw,kaqaimassw,"['κατά', 'αἱμάσσω']","['kata', 'aimassw']",['κατά'],['kata'],καθαιμασσω / kaqaimassw
σωπάω,,σωπάω,swpa/w,swpaw,[],[],[],[],σωπαω / swpaw
αὐτορήτωρ,"αὐτός, ῥήτωρ",αὐτορήτωρ,au)torh/twr,autorhtwr,"['αὐτός', 'ῥήτωρ']","['autos', 'rhtwr']",[],[],αυτορητωρ / autorhtwr
πιστόω,πιστός,πιστόω,pisto/w,pistow,['πιστός'],['pistos'],[],[],πιστοω / pistow
ἐνήχημα,ἐνηχέω,ἐνήχημα,e)nh/xhma,enhxhma,['ἐνηχέω'],['enhxew'],[],[],ενηχημα / enhxhma
διακόνιον,see διάκονος?,διακόνιον,diako/nion,diakonion,[],[],[],[],διακονιον / diakonion
μονορύχης,"μόνος, ὀρύσσω",μονορύχης,monoru/xhs,monoruxhs,"['μόνος', 'ὀρύσσω']","['monos', 'orussw']",[],[],μονορυχης / monoruxhs
σαίρω 2,,σαίρω,sai/rw,sairw,[],[],[],[],σαιρω / sairw
ἄσπονδος,σπονδή,ἄσπονδος,a)/spondos,aspondos,['σπονδή'],['spondh'],[],[],ασπονδος / aspondos
ἀκροβόλισμα,ἀκροβολίζω,ἀκροβόλισμα,a)krobo/lisma,akrobolisma,['ἀκροβολίζω'],['akrobolizw'],[],[],ακροβολισμα / akrobolisma
ἐναλείφω,"ἐν, ἀλείφω",ἐναλείφω,e)nalei/fw,enaleifw,"['ἐν', 'ἀλείφω']","['en', 'aleifw']",['ἐν'],['en'],εναλειφω / enaleifw
εὔινος,"εὖ, ἴς",εὔινος,eu)/inos,euinos,"['εὖ', 'ἴς']","['eu', 'is']",['εὖ'],['eu'],ευινος / euinos
ἀποχάραξις,"ἀπό, χαράσσω",ἀποχάραξις,a)poxa/racis,apoxaracis,"['ἀπό', 'χαράσσω']","['apo', 'xarassw']",['ἀπό'],['apo'],αποχαραξις / apoxaracis
ἐφήμερος,"ἐπί, ἡμέρα",ἐφήμερος,e)fh/meros,efhmeros,"['ἐπί', 'ἡμέρα']","['epi', 'hmera']",['ἐπί'],['epi'],εφημερος / efhmeros
ὀργανοποιέω,"ὄργανον, ποιέω",ὀργανοποιέω,o)rganopoie/w,organopoiew,"['ὄργανον', 'ποιέω']","['organon', 'poiew']",[],[],οργανοποιεω / organopoiew
περιειλίσσω,,περιειλίσσω,perieili/ssw,perieilissw,[],[],[],[],περιειλισσω / perieilissw
ὁμότυχος,"ὁμός, τυγχάνω",ὁμότυχος,o(mo/tuxos,omotuxos,"['ὁμός', 'τυγχάνω']","['omos', 'tugxanw']",[],[],ομοτυχος / omotuxos
ἐρειψίτοιχος,"ἐρείπω, τοῖχος",ἐρειψίτοιχος,e)reiyi/toixos,ereiyitoixos,"['ἐρείπω', 'τοῖχος']","['ereipw', 'toixos']",[],[],ερειψιτοιχος / ereiyitoixos
διχοῦ,δίχα,διχοῦ,dixou=,dixou,['δίχα'],['dixa'],[],[],διχου / dixou
ζῳδιογράφος,"ζῴδιον, γράφω",ζῳδιογράφος,zw|diogra/fos,zwdiografos,"['ζῴδιον', 'γράφω']","['zwdion', 'grafw']",[],[],ζωδιογραφος / zwdiografos
μορυχώτερον,see μορύσσω,μορυχώτερον,moruxw/teron,moruxwteron,[],[],[],[],μορυχωτερον / moruxwteron
συνεγκαλέομαι,"σύν, ἐν, καλέω",συνεγκαλέομαι,sunegkale/omai,sunegkaleomai,"['σύν', 'ἐν', 'καλέω']","['sun', 'en', 'kalew']","['σύν', 'ἐν']","['sun', 'en']",συνεγκαλεομαι / sunegkaleomai
Κουάδοι,,Κουάδοι,*Koua/doi,Kouadoi,[],[],[],[],Κουαδοι / Kouadoi
εὐσιτέω,"εὖ, σῖτος",εὐσιτέω,eu)site/w,eusitew,"['εὖ', 'σῖτος']","['eu', 'sitos']",['εὖ'],['eu'],ευσιτεω / eusitew
ἀνθρωποκτόνος,"ἄνθρωπος, κτείνω",ἀνθρωποκτόνος,a)nqrwpokto/nos,anqrwpoktonos,"['ἄνθρωπος', 'κτείνω']","['anqrwpos', 'kteinw']",[],[],ανθρωποκτονος / anqrwpoktonos
ὑπολέθριος,"ὑπό, ὀλέθριος",ὑπολέθριος,u(pole/qrios,upoleqrios,"['ὑπό', 'ὀλέθριος']","['upo', 'oleqrios']",['ὑπό'],['upo'],υπολεθριος / upoleqrios
ἰσομοιρέω,"ἴσος, μοῖρα",ἰσομοιρέω,i)somoire/w,isomoirew,"['ἴσος', 'μοῖρα']","['isos', 'moira']",[],[],ισομοιρεω / isomoirew
