lemma;derivation;meaning;lsj_ulr;pos;Clean
συνεστιάτωρ;['συνεστιάζω'];- boon-companion;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sunestia/twr;noun;yes
μνήστωρ;['μνάομαι'];- mindful of;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mnh/stwr;noun;yes
ἑλκυστήρ;['ἕλκω'];"- instrument for drawing; crochet; a rein";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e(lkusth/r;noun;yes
ἐπιπάτωρ;['ἐπί', 'πατήρ'];- stepfather;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pipa/twr;noun;no
ἀγρώστωρ;['ἄγρα'];;;noun;yes
ἀλκτήρ;['ἀλκή'];- one who wards off, protector from;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)lkth/r;noun;yes
Στάτωρ;[];;;noun;no
πολεμήτωρ;['πολεμέω'];- warlike;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=polemh/twr;noun;yes
πονοπαίκτωρ;['πόνος', 'παίζω'];- one that sports with danger;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ponopai/ktwr;noun;yes
στατήρ;[];"- standard coin
- one who owes money, debtor";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=stath/r;noun;yes
δορυμήστωρ;['δόρυ', 'μήστωρ'];"- skilled with the spear; workshop where spear-shafts are made";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dorumh/stwr;noun;yes
κλαυστήρ;['κλαίω'];- weeper;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=klausth/r;noun;yes
δοτήρ;['δίδωμι'];- giver, dispenser;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=doth/r;noun;yes
Ζωστήρ;[];;;noun;no
καθαρτήρ;['καθαίρω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kaqarth/r;noun;yes
ἐργαστήρ;['ἐργάζομαι'];"- workman; in husbandry";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)rgasth/r;noun;yes
ἀδαμάστωρ;['ἀδάμαστος'];;;;yes
πράκτωρ;['πράσσω'];"- one who does; executes, accomplisher
- official who executes a judgment for debt; public debt, bailiff";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pra/ktwr;noun;yes
μονοπάτωρ;['μόνος', 'πατήρ'];- only father;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=monopa/twr;noun;no
νομοΐστωρ;['νόμος', 'ἴστωρ'];;;noun;yes
πραίτωρ;[];;;;yes
δομήτωρ;['δομέω'];- builder;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=domh/twr;noun;yes
ἀρνευτήρ;[];- tumbler, acrobat;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)rneuth/r;noun;yes
ῥυτήρ;['ἐρύω'];;;noun;yes
ἀμελκτήρ;['ἀμέλγω'];- milking-pail;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)melkth/r;noun;yes
φαυστήρ;['φάω'];"- lamp; candelabrum; large window";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fausth/r;noun;yes
τευχηστήρ;['τεῦχος'];- armed man, warrior;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=teuxhsth/r;noun;yes
λευστήρ;['λεύω'];- one who stones;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=leusth/r;noun;yes
φράστωρ;['φράζω'];- guide;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fra/stwr;noun;yes
μεγαλήτωρ;['μέγας', 'ἦτορ'];- greathearted;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=megalh/twr;noun;no
ἐνναετήρ;['ἐν', 'ναίω'];- inmate, inhabitant;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)nnaeth/r;noun;yes
κυβιστητήρ;['κυβιστάω'];"- tumbler
- tumbling";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kubisthth/r;noun;yes
μητρομήτωρ;['μήτηρ', 'μήτηρ'];- mother's mother, grandmother;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mhtromh/twr;noun;no
κορυφιστήρ;['κορυφή'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=korufisth/r;noun;no
βοσκήτωρ;['βόσκω'];- herdsman;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=boskh/twr;noun;yes
κτιστήρ;['κτίζω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ktisth/r;noun;yes
ψευδοκλητήρ;['ψευδής', 'κλητεύω'];- one who falsely subscribes his name as witness to a summons;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yeudoklhth/r;noun;yes
χερνήτωρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xernh/twr;;yes
καυτήρ;['καίω'];- burner;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kauth/r;noun;yes
ἐνοικήτωρ;['ἐνοικέω'];- inhabitant;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)noikh/twr;noun;yes
ἀλγυντήρ;['ἀλγύνω'];- causing pain;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)lgunth/r;noun;yes
βροχωτήρ;[];;;;yes
διαλλακτήρ;['διά', 'ἀλλάσσω'];- mediator;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diallakth/r;noun;yes
Πλεῖστωρ;[];;;noun;no
συνοικήτωρ;['συνοικέω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sunoikh/twr;noun;yes
ἐρυστήρ;['ἐρύω'];;;;yes
θυτήρ;['θύω'];- sacrificer, slayer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=quth/r;noun;yes
λιπομήτωρ;['λείπω', 'μήτηρ'];- having left one's mother;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=lipomh/twr;noun;no
κοιαίστωρ;[];;;;yes
ἀποσοβητήρ;['ἀπό', 'σοβέω'];- one that scares away;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)posobhth/r;noun;yes
ἀμφιβατήρ;['ἀμφί', 'βαίνω'];;;;yes
Σαλινάτωρ;[];;;noun;no
πλακτήρ;[];- spur;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=plakth/r;noun;yes
φιλοπάτηρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=filopa/thr;;no
προασπιστήρ;['πρό', 'ἀσπίς'];- one who holds a shield before, champion;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=proaspisth/r;noun;yes
ζωστήρ;['ζώννυμι'];"- a warrior's belt; belt
- anything that goes round like a girdle";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=zwsth/r;noun;yes
γναμπτήρ;['γνάμπτω'];- jaw;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=gnampth/r;noun;yes
στάτωρ;[];- stator, usher;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sta/twr;noun;yes
σημαντήρ;['σημαίνω'];"- herdsman
- seal, signet";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=shmanth/r;noun;yes
κυαίστωρ;[];;;;yes
μάτηρ;[];;;noun;no
σαστήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sasth/r;noun;?
μνήστωρ;['μιμνήσκω'];- mindful of;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mnh/stwr;noun;yes
διοπτήρ;['διοπτεύω'];"- spy, scout
- tesserarii";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diopth/r;noun;yes
ὑλητήρ;['ὕλη'];- a kind of wine;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(lhth/r;noun;yes
θερμαντήρ;['θερμαίνω'];"- kettle; pot for boiling water";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qermanth/r;noun;yes
οἰκοκράτωρ;['οἶκος', 'κράτος'];;;;yes
ἀποπλάστωρ;['ἀποπλάσσω'];;;;yes
νυκτιγενέτωρ;['νύξ', 'γενέτωρ'];- father of night;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=nuktigene/twr;noun;yes
πελλαντήρ;['πέλλα'];- one who milks into a pail;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pellanth/r;noun;yes
ἐθελορήτωρ;['ἐθέλω', 'ῥήτωρ'];- would-be orator;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)qelorh/twr;noun;yes
παιδοκράτωρ;['παῖς', 'κρατέω'];- guardian of boys;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=paidokra/twr;noun;yes
ῥητήρ;[];- speaker;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=r(hth/r;noun;yes
κοιλογάστωρ;['κοῖλος', 'γαστήρ'];- hollow-bellied, hungry;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=koiloga/stwr;noun;no
αἰωνοπολοκράτωρ;['αἰών', 'πόλος', 'κράτος'];- eternal ruler of the heavens;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ai)wnopolokra/twr;noun;yes
δωμήτωρ;['δῶμα'];- builder;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dwmh/twr;noun;yes
λιποπάτωρ;['λείπω', 'πατήρ'];- deserter of one's father;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=lipopa/twr;noun;no
ὀρυκτήρ;['ὀρύσσω'];- miner;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)rukth/r;noun;yes
προμήτωρ;['πρό', 'μήτηρ'];"- first mother
- maternal grandfather";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=promh/twr;noun;no
ἐθνοπάτωρ;['ἔθνος', 'πατήρ'];;;;no
ἀγάστωρ;['ἀ', 'γαστήρ'];"- from the same womb; twins; near kinsman";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ga/stwr;noun;no
δαΐκτωρ;['δαΐζω'];;;noun;yes
ἁμιλλητήρ;['ἁμιλλάομαι'];- racing;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a(millhth/r;noun;yes
καταληπτήρ;['κατά', 'λαμβάνω'];- strap for holding fast;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=katalhpth/r;noun;yes
διωστήρ;['διά', 'ὠθέω'];"- instrument for pushing out
- pole running through rings";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diwsth/r;noun;yes
χρονοκράτωρ;['χρόνος', 'κρατέω'];- heavenly body dominant for a specified period;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xronokra/twr;noun;yes
λυσσητήρ;['λυσσάω'];"- one that is raging; raving mad";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=lusshth/r;noun;yes
πλώτωρ;[];;;;yes
πριστήρ;['πρίω'];- saw;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pristh/r;noun;no
ὑποσπαθιστήρ;['ὑπό', 'σπαθίζω'];- spatula;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(pospaqisth/r;noun;yes
ἀναλυτήρ;['ἀνά', 'λύω'];- deliverer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)naluth/r;noun;yes
οἰκοδέκτωρ;['οἶκος', 'δέχομαι'];- a planet in whose domicile another planet happens to be;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=oi)kode/ktwr;noun;yes
ἑλκητήρ;['ἕλκω'];;;noun;yes
φράτηρ;[];- member of a;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fra/thr;noun;no
ῥυπτήρ;['ῥύπτω'];;;;yes
Δαμάστωρ;['δαμάζω'];;;noun;no
πανδαμάτωρ;['πᾶς', 'δαμάω'];- the all-subduer, all-tamer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pandama/twr;noun;yes
πεντηκοστήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=penthkosth/r;;yes
πάτωρ;[];- possessor;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pa/twr;noun;yes
μαιήτωρ;['μαίομαι'];- seeker;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=maih/twr;noun;yes
πεμπτήρ;['πέμπω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pempth/r;noun;yes
παραμυθήτωρ;['παρά', 'μυθέομαι'];;;;yes
ἀπιθυντήρ;['ἀπό', 'ἰθύνω'];;;;yes
τερθρωτήρ;['τέρθρον'];- the part of a ship from which the;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=terqrwth/r;noun;yes
αὐτορήτωρ;['αὐτός', 'ῥήτωρ'];- a self-made orator;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=au)torh/twr;noun;yes
τοκοπράκτωρ;['τόκος', 'πράσσω'];- one who exacts interest;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tokopra/ktwr;noun;yes
σιτεκλήπτωρ;['σῖτος', 'ἐκλήπτωρ'];;;;yes
πρακτήρ;['πράσσω'];"- doer; traders";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prakth/r;noun;yes
προμήτωρ;['πρό', 'μήτηρ'];"- first mother
- maternal grandfather";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=promh/twr;noun;no
ὑδρογάστωρ;['ὕδωρ', 'γαστήρ'];- with water in the belly, dropsical;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(droga/stwr;noun;no
κατευναστήρ;['κατά', 'εὐνή'];- chamberlain;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kateunasth/r;noun;yes
ἀρχιστάτωρ;['ἀρχι', 'στάτωρ'];"- chief usher; keeper of the sacred vestments";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)rxista/twr;noun;yes
καταισχυντήρ;['κατά', 'αἰσχύνω'];- dishonourer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kataisxunth/r;noun;yes
ἐνετήρ;['ἐν', 'ἵημι'];"- clyster-syringe
- siege-engine of war for hurling projectiles";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)neth/r;noun;yes
παραλήπτωρ;['παρά', 'λαμβάνω'];- inheritor;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=paralh/ptwr;noun;yes
χιλιοκράτωρ;['χίλιοι', 'κρατέω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xiliokra/twr;;yes
κατοπτευτήρ;['κατά', 'ὀπτεύω'];;;;yes
κηλήτωρ;['κηλέω'];- charmer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=khlh/twr;noun;yes
ἀποστατήρ;['ἀπό', 'ἵστημι'];"- one who has power to dissolve an assembly; to decide a question";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)postath/r;noun;yes
τινάκτωρ;['τινάσσω'];- shaker;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tina/ktwr;noun;yes
καταλυτήρ;['κατά', 'λύω'];- arbitrator;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kataluth/r;noun;yes
ἀνάκτωρ;['ἀνάσσω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)na/ktwr;noun;yes
αἰθυκτήρ;['αἰθύσσω'];- rushing violently;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ai)qukth/r;noun;yes
φιλοΐστωρ;[];;;noun;yes
παντοκράτωρ;['πᾶς', 'κράτος'];- almighty;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pantokra/twr;noun;yes
καμπιδούκτωρ;[];;;;yes
σφιγκτήρ;['σφίγγω'];"- that which binds tight, lace, band
- muscle closing an aperture
- a Tarentine";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sfigkth/r;noun;yes
ἀκράτωρ;['κράτος'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)kra/twr;noun;yes
βοτήρ;['βόσκω'];- herdsman;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=both/r;noun;yes
συνευαστήρ;['σύν', 'εὐαστήρ'];- fellow-bacchanal;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=suneuasth/r;noun;yes
σηκωτήρ;['σηκόω'];- the beam of a balance;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=shkwth/r;noun;yes
κουράτωρ;[];"- curator; serve as curator; office of curator";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=koura/twr;noun;yes
σαλπιγκτήρ;['σαλπίζω'];;;;yes
πολοκράτωρ;['πόλος', 'κρατέω'];- ruling the pole;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=polokra/twr;noun;yes
ἀφίκτωρ;['ἀπό', 'ἱκνέομαι'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)fi/ktwr;noun;yes
ὠκυδήκτωρ;['ὠκύς', 'δάκνω'];- sharp-biting;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=w)kudh/ktwr;noun;yes
κνηστήρ;['κνίζω', 'κνύω'];"- scraping-knife
- slayer, destroyer";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=knhsth/r;noun;yes
ὀμφαλιστήρ;['ὀμφαλίς'];- knife to cut the navel-string;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)mfalisth/r;noun;yes
ὑποβαστακτήρ;['ὑπό', 'βαστάζω'];- underbearer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(pobastakth/r;noun;yes
ἐγχειρογάστωρ;['ἐν', 'χείρ', 'γαστήρ'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)gxeiroga/stwr;noun;no
ἐκλήπτωρ;['ἐκ', 'λαμβάνω'];- contractor of works;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)klh/ptwr;noun;yes
ἀγάστωρ;['ἀ', 'γαστήρ'];"- from the same womb; twins; near kinsman";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ga/stwr;noun;no
αἰωνακτινοκράτωρ;['αἰών', 'ἀκτίς', 'κράτος'];;;;yes
θυμιατήρ;['θυμιάω'];;;;yes
ταυρογάστωρ;['ταῦρος', 'γαστήρ'];"- with bull's paunch; enormous";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tauroga/stwr;noun;no
τριακτήρ;['τριάζω'];- victor;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=triakth/r;noun;yes
συνοικιστήρ;['συνοικίζω'];- one who joins in peopling, fellow-colonist;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sunoikisth/r;noun;yes
φραδατήρ;['φραδάω'];- notary;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fradath/r;noun;yes
Ἕκτωρ;[];;;noun;no
ψυχοδοτήρ;['ψυχή', 'δότης'];"- giver of the soul; life";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yuxodoth/r;noun;yes
καταρτιστήρ;['κατά', 'ἀρτίζω'];- one who restores order, mediator;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=katartisth/r;noun;yes
κοσμοκτίστωρ;['κόσμος', 'κτίζω'];;;;yes
ἁγήτωρ;[];;;;yes
ἰατήρ;['ἰάομαι'];"- j; surgeon; healer; deliverer";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)ath/r;noun;yes
οἰκητήρ;['οἰκέω'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=oi)khth/r;noun;yes
ὀλβιστήρ;['ὀλβίζω'];- one who makes prosperous;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)lbisth/r;noun;yes
Φράστωρ;[];;;noun;no
θρηνητήρ;['θρηνέω'];- mourner, wailer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qrhnhth/r;noun;yes
σκληρότηρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sklhro/thr;;no
μισοπάτωρ;['μισέω', 'πατήρ'];- hating one's father;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=misopa/twr;noun;no
ἁλογενέτωρ;['ἅλς', 'γενέτωρ'];;;;yes
μήτηρ;[];"- dam; mother-bird; queen; mother and grandmother; Mater Patriae; Mater invictorum castrorum
- origin; source; the mother; mater; módor";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mh/thr;noun;no
ἕκτωρ;['ἔχω'];"- holding fast
- Hector, the prop; stay; of Hector";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e(/ktwr;noun;yes
ῥυτήρ;['ἐρύω'];;;noun;yes
ἀντιδικτάτωρ;['ἀντί'];- pro dictatore;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ntidikta/twr;noun;yes
ἀργυροκοπιστήρ;['ἀργυροκοπέω'];"- coiner; money-changer";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)rgurokopisth/r;noun;no
ἀορτήρ;['ἀείρω'];"- strap to hang; to, sword-belt";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)orth/r;noun;yes
φυλακτήρ;[];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fulakth/r;noun;yes
προγάστωρ;['πρό', 'γαστήρ'];"- pot-bellied; Aër";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=proga/stwr;noun;no
φρουρήτωρ;['φρουρέω'];- guardian;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=frourh/twr;noun;yes
ἐπαρυστήρ;['ἐπί', 'ἀρύτω'];- vessel for pouring;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)parusth/r;noun;yes
τοποκράτωρ;['τόπος', 'κράτος'];;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=topokra/twr;noun;yes
προμητάτωρ;[];;;;?
τιμητήρ;['τιμάω'];- assessor;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=timhth/r;noun;yes
ἐπιλήπτωρ;['ἐπί', 'λαμβάνω'];- censurer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pilh/ptwr;noun;yes
ψυκτήρ;['ψύχω'];- wine-cooler;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yukth/r;noun;yes
ἀπαμήτωρ;['ἀπό', 'ἀμέρδω'];- shearing off;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)pamh/twr;noun;yes
πλάκτωρ;['πλήσσω'];- striker;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pla/ktwr;noun;yes
χιλιαστήρ;['χιλιαστύς'];- member of a;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xiliasth/r;noun;yes
ψευδοπάτωρ;['ψευδής', 'πατήρ'];- false, unnatural father;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yeudopa/twr;noun;no
ποθήτωρ;['ποθέω'];- one who longs;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=poqh/twr;noun;yes
παραινετήρ;['παρά', 'αἰνέω'];- encourager, adviser;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=paraineth/r;noun;yes
ἐθελοντήρ;['ἐθέλω'];- volunteer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)qelonth/r;noun;yes
ἀμαρησκαπτήρ;['ἀμάρα', 'σκαπτήρ'];- digger of trenches;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)marhskapth/r;noun;yes
ἁγιαστήρ;['ἁγιάζω'];;;;yes
βρυχητήρ;['βρυχάομαι'];- roarer;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=bruxhth/r;noun;yes
χειρογάστωρ;['χείρ', 'γαστήρ'];"- one who fills his belly with his hands; lives by handiwork";https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xeiroga/stwr;noun;no
φάντωρ;['φαίνω'];- one who displays;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fa/ntwr;noun;yes
